"Total P&L","Total P&L %","Max equity drawdown","Max equity drawdown %","Total trades","Profitable trades","Profitable trades ratio","Profit factor","Initial capital","Open P&L","Open P&L %","Net P&L: All","Net P&L %: All","Net P&L: Long","Net P&L %: Long","Net P&L: Short","Net P&L %: Short","Gross profit: All","Gross profit %: All","Gross profit: Long","Gross profit %: Long","Gross profit: Short","Gross profit %: Short","Gross loss: All","Gross loss %: All","Gross loss: Long","Gross loss %: Long","Gross loss: Short","Gross loss %: Short","Profit factor: All","Profit factor: Long","Profit factor: Short","Commission paid: All","Commission paid: Long","Commission paid: Short","Expected payoff: All","Expected payoff: Long","Expected payoff: Short","Buy & hold return","Buy & hold return %","Buy & hold % gain","Strategy outperformance","Sharpe ratio","Sortino ratio","Total trades: All","Total trades: Long","Total trades: Short","Total open trades: All","Total open trades: Long","Total open trades: Short","Winning trades: All","Winning trades: Long","Winning trades: Short","Losing trades: All","Losing trades: Long","Losing trades: Short","Percent profitable: All","Percent profitable: Long","Percent profitable: Short","Avg P&L: All","Avg P&L %: All","Avg P&L: Long","Avg P&L %: Long","Avg P&L: Short","Avg P&L %: Short","Avg winning trade: All","Avg winning trade %: All","Avg winning trade: Long","Avg winning trade %: Long","Avg winning trade: Short","Avg winning trade %: Short","Avg losing trade: All","Avg losing trade %: All","Avg losing trade: Long","Avg losing trade %: Long","Avg losing trade: Short","Avg losing trade %: Short","Ratio avg win / avg loss: All","Ratio avg win / avg loss: Long","Ratio avg win / avg loss: Short","Largest winning trade: All","Largest winning trade: Long","Largest winning trade: Short","Largest winning trade percent: All","Largest winning trade percent: Long","Largest winning trade percent: Short","Largest winner as % of gross profit: All","Largest winner as % of gross profit: Long","Largest winner as % of gross profit: Short","Largest losing trade: All","Largest losing trade: Long","Largest losing trade: Short","Largest losing trade percent: All","Largest losing trade percent: Long","Largest losing trade percent: Short","Largest loser as % of gross loss: All","Largest loser as % of gross loss: Long","Largest loser as % of gross loss: Short","Avg # bars in trades: All","Avg # bars in trades: Long","Avg # bars in trades: Short","Avg # bars in winning trades: All","Avg # bars in winning trades: Long","Avg # bars in winning trades: Short","Avg # bars in losing trades: All","Avg # bars in losing trades: Long","Avg # bars in losing trades: Short","Annualized return (CAGR): All","Annualized return (CAGR): Long","Annualized return (CAGR): Short","Return on initial capital: All","Return on initial capital: Long","Return on initial capital: Short","Account size required","Return on account size required: All","Return on account size required: Long","Return on account size required: Short","Net profit as % of largest loss: All","Net profit as % of largest loss: Long","Net profit as % of largest loss: Short","Avg margin used: All","Max margin used","Margin efficiency","Margin calls","Avg equity run-up duration (close-to-close)","Avg equity run-up (close-to-close)","Avg equity run-up (close-to-close) %","Max equity run-up (close-to-close)","Max equity run-up (close-to-close) %","Max equity run-up (intrabar)","Max equity run-up (intrabar) %","Max equity run-up as % of initial capital (intrabar)","Avg equity drawdown duration (close-to-close)","Avg equity drawdown (close-to-close)","Avg equity drawdown (close-to-close) %","Max equity drawdown (close-to-close)","Max equity drawdown (close-to-close) %","Max equity drawdown (intrabar)","Max equity drawdown (intrabar) %","Max equity drawdown as % of initial capital (intrabar)","Return of max equity drawdown","_setTime_","_parseTime_","_duration_","comment","__system1_period","__system2_period","__atr_mult_long_trail","__atr_mult_short_trail","__profit_atr_mult_long","__profit_atr_mult_short"
38150.44,381.5044,2333.46,23.3346,95.0,46.32,"44/95",8.7656,10000.0,"","",38150.44,381.5044,36299.4,362.994,1867.49,18.6749,43386.12,433.8612,40269.68,"",3116.44,"",5219.23,52.1923,3970.28,"",1248.95,"",8.7656,10.1428,2.4952,370.46,"","",401.76,490.53,88.93,72829.0,728.29,728.29,-34678.56,1.2578,1.8981,95.0,74.0,21.0,"","","",44.0,35.0,9.0,51.0,39.0,12.0,46.32,47.3,42.86,401.76,"",490.53,"",88.93,"",986.05,28.9335,1150.56,"",346.27,"",102.34,3.6034,101.8,"",104.08,"",9.635,11.3022,3.327,18899.49,18899.49,1200.36,381.9084,"","",43.56,"","",258.21,258.21,143.72,8.4643,"","",4.95,"","",120.0,134.0,71.0,237.0,"","",18.0,"","",29.97,29.12,2.9,381.5044,362.994,18.6749,"","","","",14774.97,"","","","","",0.0,"",30445.0,304.45,38612.49,387.04,38612.49,387.04,387.04,"23天",738.66,7.3866,2333.46,23.3346,2333.46,23.3346,0.2364,13234.3,"","","","Rank 11.",55.0,144.0,11.0,5.0,3.0,4.0
38130.99,381.3099,2333.46,23.3346,95.0,45.26,"43/95",8.7435,10000.0,"","",38130.99,381.3099,36299.4,362.994,1848.03,18.4803,43378.12,433.7812,40269.68,"",3108.44,"",5230.69,52.3069,3970.28,"",1260.41,"",8.7435,10.1428,2.4662,370.48,"","",401.55,490.53,88.0,72829.0,728.29,728.29,-34698.01,1.2575,1.8977,95.0,74.0,21.0,"","","",43.0,35.0,8.0,52.0,39.0,13.0,45.26,47.3,38.1,401.55,"",490.53,"",88.0,"",1008.79,29.5972,1150.56,"",388.55,"",100.59,3.5394,101.8,"",96.95,"",10.0287,11.3022,4.0077,18899.49,18899.49,1200.36,381.9084,"","",43.57,"","",258.21,258.21,143.72,8.4643,"","",4.94,"","",120.0,134.0,71.0,241.0,"","",19.0,"","",29.96,29.12,2.87,381.3099,362.994,18.4803,"","","","",14767.43,"","","","","",0.0,"",30443.0,304.43,38593.03,386.84,38593.03,386.84,386.84,"23天",738.8,7.388,2333.46,23.3346,2333.46,23.3346,0.2364,13234.3,"","","","Rank 12.",55.0,144.0,11.0,5.0,3.0,3.0
38130.99,381.3099,2333.46,23.3346,95.0,45.26,"43/95",8.7435,10000.0,"","",38130.99,381.3099,36299.4,362.994,1848.03,18.4803,43378.12,433.7812,40269.68,"",3108.44,"",5230.69,52.3069,3970.28,"",1260.41,"",8.7435,10.1428,2.4662,370.48,"","",401.55,490.53,88.0,72829.0,728.29,728.29,-34698.01,1.2575,1.8977,95.0,74.0,21.0,"","","",43.0,35.0,8.0,52.0,39.0,13.0,45.26,47.3,38.1,401.55,"",490.53,"",88.0,"",1008.79,29.5972,1150.56,"",388.55,"",100.59,3.5394,101.8,"",96.95,"",10.0287,11.3022,4.0077,18899.49,18899.49,1200.36,381.9084,"","",43.57,"","",258.21,258.21,143.72,8.4643,"","",4.94,"","",120.0,134.0,71.0,241.0,"","",19.0,"","",29.96,29.12,2.87,381.3099,362.994,18.4803,"","","","",14767.43,"","","","","",0.0,"",30443.0,304.43,38593.03,386.84,38593.03,386.84,386.84,"23天",738.8,7.388,2333.46,23.3346,2333.46,23.3346,0.2364,13234.3,"","","","Rank 13.",55.0,144.0,11.0,5.0,3.0,3.0
38130.99,381.3099,2333.46,23.3346,95.0,45.26,"43/95",8.7435,10000.0,"","",38130.99,381.3099,36299.4,362.994,1848.03,18.4803,43378.12,433.7812,40269.68,"",3108.44,"",5230.69,52.3069,3970.28,"",1260.41,"",8.7435,10.1428,2.4662,370.48,"","",401.55,490.53,88.0,72829.0,728.29,728.29,-34698.01,1.2575,1.8977,95.0,74.0,21.0,"","","",43.0,35.0,8.0,52.0,39.0,13.0,45.26,47.3,38.1,401.55,"",490.53,"",88.0,"",1008.79,29.5972,1150.56,"",388.55,"",100.59,3.5394,101.8,"",96.95,"",10.0287,11.3022,4.0077,18899.49,18899.49,1200.36,381.9084,"","",43.57,"","",258.21,258.21,143.72,8.4643,"","",4.94,"","",120.0,134.0,71.0,241.0,"","",19.0,"","",29.96,29.12,2.87,381.3099,362.994,18.4803,"","","","",14767.43,"","","","","",0.0,"",30443.0,304.43,38593.03,386.84,38593.03,386.84,386.84,"23天",738.8,7.388,2333.46,23.3346,2333.46,23.3346,0.2364,13234.3,"","","","Rank 14.",55.0,144.0,11.0,5.0,3.0,3.0
36854.61,368.5461,2289.06,22.8906,92.0,45.65,"42/92",8.9316,10000.0,"","",36854.61,368.5461,34719.46,347.1946,2150.86,21.5086,41784.95,417.8495,38694.84,"",3090.11,"",4914.63,49.1463,3975.38,"",939.25,"",8.9316,9.7336,3.29,357.13,"","",400.77,469.18,119.49,72829.0,728.29,728.29,-35974.39,1.2637,1.9055,92.0,74.0,18.0,"","","",42.0,35.0,7.0,50.0,39.0,11.0,45.65,47.3,38.89,400.77,"",469.18,"",119.49,"",994.88,30.1815,1105.57,"",441.44,"",98.29,3.4339,101.93,"",85.39,"",10.1219,10.8464,5.1697,17549.52,17549.52,1606.6,381.9084,"","",42.0,"","",269.3,269.3,132.35,8.4643,"","",5.48,"","",125.0,134.0,90.0,251.0,"","",20.0,"","",29.38,28.38,3.3,368.5461,347.1946,21.5086,"","","","",13685.34,"","","","","",0.0,"",29140.0,291.4,37350.56,374.28,37350.56,374.28,374.28,"19天",697.51,6.9751,2289.06,22.8906,2289.06,22.8906,0.2075,12418.7,"","","","Rank 15.",89.0,144.0,11.0,6.0,3.0,3.0
36854.61,368.5461,2289.06,22.8906,92.0,45.65,"42/92",8.9316,10000.0,"","",36854.61,368.5461,34719.46,347.1946,2150.86,21.5086,41784.95,417.8495,38694.84,"",3090.11,"",4914.63,49.1463,3975.38,"",939.25,"",8.9316,9.7336,3.29,357.13,"","",400.77,469.18,119.49,72829.0,728.29,728.29,-35974.39,1.2637,1.9055,92.0,74.0,18.0,"","","",42.0,35.0,7.0,50.0,39.0,11.0,45.65,47.3,38.89,400.77,"",469.18,"",119.49,"",994.88,30.1815,1105.57,"",441.44,"",98.29,3.4339,101.93,"",85.39,"",10.1219,10.8464,5.1697,17549.52,17549.52,1606.6,381.9084,"","",42.0,"","",269.3,269.3,132.35,8.4643,"","",5.48,"","",125.0,134.0,90.0,251.0,"","",20.0,"","",29.38,28.38,3.3,368.5461,347.1946,21.5086,"","","","",13685.34,"","","","","",0.0,"",29140.0,291.4,37350.56,374.28,37350.56,374.28,374.28,"19天",697.51,6.9751,2289.06,22.8906,2289.06,22.8906,0.2075,12418.7,"","","","Rank 16.",89.0,144.0,11.0,6.0,3.0,3.0
36854.61,368.5461,2289.06,22.8906,92.0,45.65,"42/92",8.9316,10000.0,"","",36854.61,368.5461,34719.46,347.1946,2150.86,21.5086,41784.95,417.8495,38694.84,"",3090.11,"",4914.63,49.1463,3975.38,"",939.25,"",8.9316,9.7336,3.29,357.13,"","",400.77,469.18,119.49,72829.0,728.29,728.29,-35974.39,1.2637,1.9055,92.0,74.0,18.0,"","","",42.0,35.0,7.0,50.0,39.0,11.0,45.65,47.3,38.89,400.77,"",469.18,"",119.49,"",994.88,30.1815,1105.57,"",441.44,"",98.29,3.4339,101.93,"",85.39,"",10.1219,10.8464,5.1697,17549.52,17549.52,1606.6,381.9084,"","",42.0,"","",269.3,269.3,132.35,8.4643,"","",5.48,"","",125.0,134.0,90.0,251.0,"","",20.0,"","",29.38,28.38,3.3,368.5461,347.1946,21.5086,"","","","",13685.34,"","","","","",0.0,"",29140.0,291.4,37350.56,374.28,37350.56,374.28,374.28,"19天",697.51,6.9751,2289.06,22.8906,2289.06,22.8906,0.2075,12418.7,"","","","Rank 17.",89.0,144.0,11.0,6.0,3.0,3.0
36854.61,368.5461,2289.06,22.8906,92.0,45.65,"42/92",8.9316,10000.0,"","",36854.61,368.5461,34719.46,347.1946,2150.86,21.5086,41784.95,417.8495,38694.84,"",3090.11,"",4914.63,49.1463,3975.38,"",939.25,"",8.9316,9.7336,3.29,357.13,"","",400.77,469.18,119.49,72829.0,728.29,728.29,-35974.39,1.2637,1.9055,92.0,74.0,18.0,"","","",42.0,35.0,7.0,50.0,39.0,11.0,45.65,47.3,38.89,400.77,"",469.18,"",119.49,"",994.88,30.1815,1105.57,"",441.44,"",98.29,3.4339,101.93,"",85.39,"",10.1219,10.8464,5.1697,17549.52,17549.52,1606.6,381.9084,"","",42.0,"","",269.3,269.3,132.35,8.4643,"","",5.48,"","",125.0,134.0,90.0,251.0,"","",20.0,"","",29.38,28.38,3.3,368.5461,347.1946,21.5086,"","","","",13685.34,"","","","","",0.0,"",29140.0,291.4,37350.56,374.28,37350.56,374.28,374.28,"19天",697.51,6.9751,2289.06,22.8906,2289.06,22.8906,0.2075,12418.7,"","","","Rank 18.",89.0,144.0,11.0,6.0,3.0,3.0
36854.61,368.5461,2289.06,22.8906,92.0,45.65,"42/92",8.9316,10000.0,"","",36854.61,368.5461,34719.46,347.1946,2150.86,21.5086,41784.95,417.8495,38694.84,"",3090.11,"",4914.63,49.1463,3975.38,"",939.25,"",8.9316,9.7336,3.29,357.13,"","",400.77,469.18,119.49,72829.0,728.29,728.29,-35974.39,1.2637,1.9055,92.0,74.0,18.0,"","","",42.0,35.0,7.0,50.0,39.0,11.0,45.65,47.3,38.89,400.77,"",469.18,"",119.49,"",994.88,30.1815,1105.57,"",441.44,"",98.29,3.4339,101.93,"",85.39,"",10.1219,10.8464,5.1697,17549.52,17549.52,1606.6,381.9084,"","",42.0,"","",269.3,269.3,132.35,8.4643,"","",5.48,"","",125.0,134.0,90.0,251.0,"","",20.0,"","",29.38,28.38,3.3,368.5461,347.1946,21.5086,"","","","",13685.34,"","","","","",0.0,"",29140.0,291.4,37350.56,374.28,37350.56,374.28,374.28,"19天",697.51,6.9751,2289.06,22.8906,2289.06,22.8906,0.2075,12418.7,"","","","Rank 19.",89.0,144.0,11.0,6.0,3.0,4.0
36854.61,368.5461,2289.06,22.8906,92.0,45.65,"42/92",8.9316,10000.0,"","",36854.61,368.5461,34719.46,347.1946,2150.86,21.5086,41784.95,417.8495,38694.84,"",3090.11,"",4914.63,49.1463,3975.38,"",939.25,"",8.9316,9.7336,3.29,357.13,"","",400.77,469.18,119.49,72829.0,728.29,728.29,-35974.39,1.2637,1.9055,92.0,74.0,18.0,"","","",42.0,35.0,7.0,50.0,39.0,11.0,45.65,47.3,38.89,400.77,"",469.18,"",119.49,"",994.88,30.1815,1105.57,"",441.44,"",98.29,3.4339,101.93,"",85.39,"",10.1219,10.8464,5.1697,17549.52,17549.52,1606.6,381.9084,"","",42.0,"","",269.3,269.3,132.35,8.4643,"","",5.48,"","",125.0,134.0,90.0,251.0,"","",20.0,"","",29.38,28.38,3.3,368.5461,347.1946,21.5086,"","","","",13685.34,"","","","","",0.0,"",29140.0,291.4,37350.56,374.28,37350.56,374.28,374.28,"19天",697.51,6.9751,2289.06,22.8906,2289.06,22.8906,0.2075,12418.7,"","","","Rank 20.",89.0,144.0,11.0,6.0,3.0,4.0
36854.61,368.5461,2289.06,22.8906,92.0,45.65,"42/92",8.9316,10000.0,"","",36854.61,368.5461,34719.46,347.1946,2150.86,21.5086,41784.95,417.8495,38694.84,"",3090.11,"",4914.63,49.1463,3975.38,"",939.25,"",8.9316,9.7336,3.29,357.13,"","",400.77,469.18,119.49,72829.0,728.29,728.29,-35974.39,1.2637,1.9055,92.0,74.0,18.0,"","","",42.0,35.0,7.0,50.0,39.0,11.0,45.65,47.3,38.89,400.77,"",469.18,"",119.49,"",994.88,30.1815,1105.57,"",441.44,"",98.29,3.4339,101.93,"",85.39,"",10.1219,10.8464,5.1697,17549.52,17549.52,1606.6,381.9084,"","",42.0,"","",269.3,269.3,132.35,8.4643,"","",5.48,"","",125.0,134.0,90.0,251.0,"","",20.0,"","",29.38,28.38,3.3,368.5461,347.1946,21.5086,"","","","",13685.34,"","","","","",0.0,"",29140.0,291.4,37350.56,374.28,37350.56,374.28,374.28,"19天",697.51,6.9751,2289.06,22.8906,2289.06,22.8906,0.2075,12418.7,"","","","Rank 21.",89.0,144.0,11.0,6.0,3.0,4.0
36854.61,368.5461,2289.06,22.8906,92.0,45.65,"42/92",8.9316,10000.0,"","",36854.61,368.5461,34719.46,347.1946,2150.86,21.5086,41784.95,417.8495,38694.84,"",3090.11,"",4914.63,49.1463,3975.38,"",939.25,"",8.9316,9.7336,3.29,357.13,"","",400.77,469.18,119.49,72829.0,728.29,728.29,-35974.39,1.2637,1.9055,92.0,74.0,18.0,"","","",42.0,35.0,7.0,50.0,39.0,11.0,45.65,47.3,38.89,400.77,"",469.18,"",119.49,"",994.88,30.1815,1105.57,"",441.44,"",98.29,3.4339,101.93,"",85.39,"",10.1219,10.8464,5.1697,17549.52,17549.52,1606.6,381.9084,"","",42.0,"","",269.3,269.3,132.35,8.4643,"","",5.48,"","",125.0,134.0,90.0,251.0,"","",20.0,"","",29.38,28.38,3.3,368.5461,347.1946,21.5086,"","","","",13685.34,"","","","","",0.0,"",29140.0,291.4,37350.56,374.28,37350.56,374.28,374.28,"19天",697.51,6.9751,2289.06,22.8906,2289.06,22.8906,0.2075,12418.7,"","","","Rank 22.",89.0,144.0,11.0,6.0,3.0,4.0
36854.61,368.5461,2289.06,22.8906,92.0,45.65,"42/92",8.9316,10000.0,"","",36854.61,368.5461,34719.46,347.1946,2150.86,21.5086,41784.95,417.8495,38694.84,"",3090.11,"",4914.63,49.1463,3975.38,"",939.25,"",8.9316,9.7336,3.29,357.13,"","",400.77,469.18,119.49,72829.0,728.29,728.29,-35974.39,1.2637,1.9055,92.0,74.0,18.0,"","","",42.0,35.0,7.0,50.0,39.0,11.0,45.65,47.3,38.89,400.77,"",469.18,"",119.49,"",994.88,30.1815,1105.57,"",441.44,"",98.29,3.4339,101.93,"",85.39,"",10.1219,10.8464,5.1697,17549.52,17549.52,1606.6,381.9084,"","",42.0,"","",269.3,269.3,132.35,8.4643,"","",5.48,"","",125.0,134.0,90.0,251.0,"","",20.0,"","",29.38,28.38,3.3,368.5461,347.1946,21.5086,"","","","",13685.34,"","","","","",0.0,"",29140.0,291.4,37350.56,374.28,37350.56,374.28,374.28,"19天",697.51,6.9751,2289.06,22.8906,2289.06,22.8906,0.2075,12418.7,"","","","Rank 23.",89.0,144.0,11.0,6.0,3.0,4.0
37966.79,379.6679,2329.1,23.291,95.0,49.47,"47/95",8.863,10000.0,"","",37966.79,379.6679,35976.35,359.7635,2007.02,20.0702,43201.77,432.0177,40003.29,"",3198.48,"",5218.4,52.184,4026.94,"",1191.46,"",8.863,9.9339,2.6845,372.99,"","",399.82,499.67,87.26,72829.0,728.29,728.29,-34862.21,1.2574,1.8972,95.0,72.0,23.0,"","","",47.0,34.0,13.0,48.0,38.0,10.0,49.47,47.22,56.52,399.82,"",499.67,"",87.26,"",919.19,27.0359,1176.57,"",246.04,"",108.72,3.8529,105.97,"",119.15,"",8.4547,11.1029,2.065,18899.49,18899.49,778.36,381.9084,"","",43.75,"","",258.21,258.21,143.72,8.4643,"","",4.95,"","",112.0,136.0,36.0,210.0,"","",16.0,"","",29.89,28.97,3.1,379.6679,359.7635,20.0702,"","","","",14703.84,"","","","","",0.0,"",30328.0,303.28,38440.8,385.32,38440.8,385.32,385.32,"21天",733.61,7.3361,2329.1,23.291,2329.1,23.291,0.2364,13146.68,"","","","Rank 24.",55.0,144.0,11.0,3.0,4.0,3.0
37966.79,379.6679,2329.1,23.291,95.0,49.47,"47/95",8.863,10000.0,"","",37966.79,379.6679,35976.35,359.7635,2007.02,20.0702,43201.77,432.0177,40003.29,"",3198.48,"",5218.4,52.184,4026.94,"",1191.46,"",8.863,9.9339,2.6845,372.99,"","",399.82,499.67,87.26,72829.0,728.29,728.29,-34862.21,1.2574,1.8972,95.0,72.0,23.0,"","","",47.0,34.0,13.0,48.0,38.0,10.0,49.47,47.22,56.52,399.82,"",499.67,"",87.26,"",919.19,27.0359,1176.57,"",246.04,"",108.72,3.8529,105.97,"",119.15,"",8.4547,11.1029,2.065,18899.49,18899.49,778.36,381.9084,"","",43.75,"","",258.21,258.21,143.72,8.4643,"","",4.95,"","",112.0,136.0,36.0,210.0,"","",16.0,"","",29.89,28.97,3.1,379.6679,359.7635,20.0702,"","","","",14703.84,"","","","","",0.0,"",30328.0,303.28,38440.8,385.32,38440.8,385.32,385.32,"21天",733.61,7.3361,2329.1,23.291,2329.1,23.291,0.2364,13146.68,"","","","Rank 25.",55.0,144.0,11.0,3.0,4.0,3.0
38039.8,380.398,2333.46,23.3346,96.0,47.92,"46/96",8.7478,10000.0,"","",38039.8,380.398,36299.4,362.994,1757.03,17.5703,43272.82,432.7282,40269.68,"",3003.14,"",5216.39,52.1639,3970.28,"",1246.11,"",8.7478,10.1428,2.41,373.34,"","",396.42,490.53,79.86,72829.0,728.29,728.29,-34789.2,1.2563,1.8959,96.0,74.0,22.0,"","","",46.0,35.0,11.0,50.0,39.0,11.0,47.92,47.3,50.0,396.42,"",490.53,"",79.86,"",940.71,27.6482,1150.56,"",273.01,"",104.33,3.6754,101.8,"",113.28,"",9.0167,11.3022,2.41,18899.49,18899.49,1209.56,381.9084,"","",43.68,"","",258.21,258.21,143.72,8.4643,"","",4.95,"","",114.0,134.0,49.0,219.0,"","",18.0,"","",29.92,29.12,2.74,380.398,362.994,17.5703,"","","","",14732.12,"","","","","",0.0,"",30351.0,303.51,38492.65,385.84,38492.65,385.84,385.84,"23天",748.36,7.4836,2333.46,23.3346,2333.46,23.3346,0.2364,13234.3,"","","","Rank 26.",55.0,144.0,11.0,4.0,3.0,3.0
38039.8,380.398,2333.46,23.3346,96.0,47.92,"46/96",8.7478,10000.0,"","",38039.8,380.398,36299.4,362.994,1757.03,17.5703,43272.82,432.7282,40269.68,"",3003.14,"",5216.39,52.1639,3970.28,"",1246.11,"",8.7478,10.1428,2.41,373.34,"","",396.42,490.53,79.86,72829.0,728.29,728.29,-34789.2,1.2563,1.8959,96.0,74.0,22.0,"","","",46.0,35.0,11.0,50.0,39.0,11.0,47.92,47.3,50.0,396.42,"",490.53,"",79.86,"",940.71,27.6482,1150.56,"",273.01,"",104.33,3.6754,101.8,"",113.28,"",9.0167,11.3022,2.41,18899.49,18899.49,1209.56,381.9084,"","",43.68,"","",258.21,258.21,143.72,8.4643,"","",4.95,"","",114.0,134.0,49.0,219.0,"","",18.0,"","",29.92,29.12,2.74,380.398,362.994,17.5703,"","","","",14732.12,"","","","","",0.0,"",30351.0,303.51,38492.65,385.84,38492.65,385.84,385.84,"23天",748.36,7.4836,2333.46,23.3346,2333.46,23.3346,0.2364,13234.3,"","","","Rank 27.",55.0,144.0,11.0,4.0,3.0,4.0
38039.8,380.398,2333.46,23.3346,96.0,47.92,"46/96",8.7478,10000.0,"","",38039.8,380.398,36299.4,362.994,1757.03,17.5703,43272.82,432.7282,40269.68,"",3003.14,"",5216.39,52.1639,3970.28,"",1246.11,"",8.7478,10.1428,2.41,373.34,"","",396.42,490.53,79.86,72829.0,728.29,728.29,-34789.2,1.2563,1.8959,96.0,74.0,22.0,"","","",46.0,35.0,11.0,50.0,39.0,11.0,47.92,47.3,50.0,396.42,"",490.53,"",79.86,"",940.71,27.6482,1150.56,"",273.01,"",104.33,3.6754,101.8,"",113.28,"",9.0167,11.3022,2.41,18899.49,18899.49,1209.56,381.9084,"","",43.68,"","",258.21,258.21,143.72,8.4643,"","",4.95,"","",114.0,134.0,49.0,219.0,"","",18.0,"","",29.92,29.12,2.74,380.398,362.994,17.5703,"","","","",14732.12,"","","","","",0.0,"",30351.0,303.51,38492.65,385.84,38492.65,385.84,385.84,"23天",748.36,7.4836,2333.46,23.3346,2333.46,23.3346,0.2364,13234.3,"","","","Rank 28.",55.0,144.0,11.0,4.0,3.0,4.0
37866.67,378.6667,2329.1,23.291,94.0,48.94,"46/94",8.8423,10000.0,"","",37866.67,378.6667,35976.35,359.7635,1906.82,19.0682,43101.57,431.0157,40003.29,"",3098.28,"",5218.4,52.184,4026.94,"",1191.46,"",8.8423,9.9339,2.6004,368.16,"","",403.01,499.67,86.67,72829.0,728.29,728.29,-34962.33,1.2556,1.8944,94.0,72.0,22.0,"","","",46.0,34.0,12.0,48.0,38.0,10.0,48.94,47.22,54.55,403.01,"",499.67,"",86.67,"",936.99,27.4399,1176.57,"",258.19,"",108.72,3.8529,105.97,"",119.15,"",8.6184,11.1029,2.1669,18899.49,18899.49,1209.56,381.9084,"","",43.85,"","",258.21,258.21,143.72,8.4643,"","",4.95,"","",116.0,136.0,49.0,220.0,"","",16.0,"","",29.84,28.97,2.95,378.6667,359.7635,19.0682,"","","","",14665.07,"","","","","",0.0,"",30223.0,302.23,38319.53,384.1,38319.53,384.1,384.1,"23天",743.62,7.4362,2329.1,23.291,2329.1,23.291,0.2364,13146.68,"","","","Rank 29.",55.0,144.0,11.0,4.0,4.0,5.0
37866.67,378.6667,2329.1,23.291,94.0,48.94,"46/94",8.8423,10000.0,"","",37866.67,378.6667,35976.35,359.7635,1906.82,19.0682,43101.57,431.0157,40003.29,"",3098.28,"",5218.4,52.184,4026.94,"",1191.46,"",8.8423,9.9339,2.6004,368.16,"","",403.01,499.67,86.67,72829.0,728.29,728.29,-34962.33,1.2556,1.8944,94.0,72.0,22.0,"","","",46.0,34.0,12.0,48.0,38.0,10.0,48.94,47.22,54.55,403.01,"",499.67,"",86.67,"",936.99,27.4399,1176.57,"",258.19,"",108.72,3.8529,105.97,"",119.15,"",8.6184,11.1029,2.1669,18899.49,18899.49,1209.56,381.9084,"","",43.85,"","",258.21,258.21,143.72,8.4643,"","",4.95,"","",116.0,136.0,49.0,220.0,"","",16.0,"","",29.84,28.97,2.95,378.6667,359.7635,19.0682,"","","","",14665.07,"","","","","",0.0,"",30223.0,302.23,38319.53,384.1,38319.53,384.1,384.1,"23天",743.62,7.4362,2329.1,23.291,2329.1,23.291,0.2364,13146.68,"","","","Rank 30.",55.0,144.0,11.0,4.0,4.0,5.0
37808.07,378.0807,2329.1,23.291,93.0,45.16,"42/93",8.7192,10000.0,"","",37808.07,378.0807,35976.35,359.7635,1848.03,18.4803,43111.73,431.1173,40003.29,"",3108.44,"",5287.35,52.8735,4026.94,"",1260.41,"",8.7192,9.9339,2.4662,365.38,"","",406.72,499.67,88.0,72829.0,728.29,728.29,-35020.93,1.2544,1.8926,93.0,72.0,21.0,"","","",42.0,34.0,8.0,51.0,38.0,13.0,45.16,47.22,38.1,406.72,"",499.67,"",88.0,"",1026.47,29.9775,1176.57,"",388.55,"",103.67,3.6698,105.97,"",96.95,"",9.9013,11.1029,4.0077,18899.49,18899.49,1200.36,381.9084,"","",43.84,"","",258.21,258.21,143.72,8.4643,"","",4.88,"","",121.0,136.0,71.0,246.0,"","",19.0,"","",29.82,28.97,2.87,378.0807,359.7635,18.4803,"","","","",14642.37,"","","","","",0.0,"",30214.0,302.14,38270.12,383.61,38270.12,383.61,383.61,"23天",744.16,7.4416,2329.1,23.291,2329.1,23.291,0.2364,13146.68,"","","","Rank 31.",55.0,144.0,11.0,5.0,4.0,3.0
37808.07,378.0807,2329.1,23.291,93.0,45.16,"42/93",8.7192,10000.0,"","",37808.07,378.0807,35976.35,359.7635,1848.03,18.4803,43111.73,431.1173,40003.29,"",3108.44,"",5287.35,52.8735,4026.94,"",1260.41,"",8.7192,9.9339,2.4662,365.38,"","",406.72,499.67,88.0,72829.0,728.29,728.29,-35020.93,1.2544,1.8926,93.0,72.0,21.0,"","","",42.0,34.0,8.0,51.0,38.0,13.0,45.16,47.22,38.1,406.72,"",499.67,"",88.0,"",1026.47,29.9775,1176.57,"",388.55,"",103.67,3.6698,105.97,"",96.95,"",9.9013,11.1029,4.0077,18899.49,18899.49,1200.36,381.9084,"","",43.84,"","",258.21,258.21,143.72,8.4643,"","",4.88,"","",121.0,136.0,71.0,246.0,"","",19.0,"","",29.82,28.97,2.87,378.0807,359.7635,18.4803,"","","","",14642.37,"","","","","",0.0,"",30214.0,302.14,38270.12,383.61,38270.12,383.61,383.61,"23天",744.16,7.4416,2329.1,23.291,2329.1,23.291,0.2364,13146.68,"","","","Rank 32.",55.0,144.0,11.0,5.0,4.0,3.0
