"Total P&L","Total P&L %","Max equity drawdown","Max equity drawdown %","Total trades","Profitable trades","Profitable trades ratio","Profit factor","Initial capital","Open P&L","Open P&L %","Net P&L: All","Net P&L %: All","Net P&L: Long","Net P&L %: Long","Net P&L: Short","Net P&L %: Short","Gross profit: All","Gross profit %: All","Gross profit: Long","Gross profit %: Long","Gross profit: Short","Gross profit %: Short","Gross loss: All","Gross loss %: All","Gross loss: Long","Gross loss %: Long","Gross loss: Short","Gross loss %: Short","Profit factor: All","Profit factor: Long","Profit factor: Short","Commission paid: All","Commission paid: Long","Commission paid: Short","Expected payoff: All","Expected payoff: Long","Expected payoff: Short","Buy & hold return","Buy & hold return %","Buy & hold % gain","Strategy outperformance","Sharpe ratio","Sortino ratio","Total trades: All","Total trades: Long","Total trades: Short","Total open trades: All","Total open trades: Long","Total open trades: Short","Winning trades: All","Winning trades: Long","Winning trades: Short","Losing trades: All","Losing trades: Long","Losing trades: Short","Percent profitable: All","Percent profitable: Long","Percent profitable: Short","Avg P&L: All","Avg P&L %: All","Avg P&L: Long","Avg P&L %: Long","Avg P&L: Short","Avg P&L %: Short","Avg winning trade: All","Avg winning trade %: All","Avg winning trade: Long","Avg winning trade %: Long","Avg winning trade: Short","Avg winning trade %: Short","Avg losing trade: All","Avg losing trade %: All","Avg losing trade: Long","Avg losing trade %: Long","Avg losing trade: Short","Avg losing trade %: Short","Ratio avg win / avg loss: All","Ratio avg win / avg loss: Long","Ratio avg win / avg loss: Short","Largest winning trade: All","Largest winning trade: Long","Largest winning trade: Short","Largest winning trade percent: All","Largest winning trade percent: Long","Largest winning trade percent: Short","Largest winner as % of gross profit: All","Largest winner as % of gross profit: Long","Largest winner as % of gross profit: Short","Largest losing trade: All","Largest losing trade: Long","Largest losing trade: Short","Largest losing trade percent: All","Largest losing trade percent: Long","Largest losing trade percent: Short","Largest loser as % of gross loss: All","Largest loser as % of gross loss: Long","Largest loser as % of gross loss: Short","Avg # bars in trades: All","Avg # bars in trades: Long","Avg # bars in trades: Short","Avg # bars in winning trades: All","Avg # bars in winning trades: Long","Avg # bars in winning trades: Short","Avg # bars in losing trades: All","Avg # bars in losing trades: Long","Avg # bars in losing trades: Short","Annualized return (CAGR): All","Annualized return (CAGR): Long","Annualized return (CAGR): Short","Return on initial capital: All","Return on initial capital: Long","Return on initial capital: Short","Account size required","Return on account size required: All","Return on account size required: Long","Return on account size required: Short","Net profit as % of largest loss: All","Net profit as % of largest loss: Long","Net profit as % of largest loss: Short","Avg margin used: All","Max margin used","Margin efficiency","Margin calls","Avg equity run-up duration (close-to-close)","Avg equity run-up (close-to-close)","Avg equity run-up (close-to-close) %","Max equity run-up (close-to-close)","Max equity run-up (close-to-close) %","Max equity run-up (intrabar)","Max equity run-up (intrabar) %","Max equity run-up as % of initial capital (intrabar)","Avg equity drawdown duration (close-to-close)","Avg equity drawdown (close-to-close)","Avg equity drawdown (close-to-close) %","Max equity drawdown (close-to-close)","Max equity drawdown (close-to-close) %","Max equity drawdown (intrabar)","Max equity drawdown (intrabar) %","Max equity drawdown as % of initial capital (intrabar)","Return of max equity drawdown","_setTime_","_parseTime_","_duration_","comment","__启用牛熊过滤器","__启用P1形态切换平多","__启用P4形态切换平空","__MACD快线周期","__MACD慢线周期","__MACD信号线周期","__启用OBV过滤器","__OBV振荡器EMA周期","__启用双系统突破","__系统1失败过滤","__S1周期（短周期）","__S2周期（长周期）","__全局基础风险比例(%)","__实盘模式（固定本金）","__实盘本金（USDT）","__启用最大开仓量上限","__最大开仓量上限（BTC）","__P1 做多倍数 (突破)","__P2 做多倍数 (MACD)","__P3 做多倍数 (MACD)","__P4 做空倍数 (突破)","__P5 做多倍数","__P5 做空倍数","__P6 做多倍数","__P6 做空倍数","__启用P1损失冷却期","__冷却期长度（K线数）","__冷却期内P1倍数","__启用价格止损","__止损比例(%)","__ATR初始止损倍数","__ATR追踪止损倍数（多头）","__ATR追踪止损倍数（空头）","__启用追踪止损","__追踪止损激活ATR倍数（多头）","__追踪止损激活ATR倍数（空头）","__激活追踪时保本止损","__启用加仓（金字塔）","__最大加仓次数（多头）","__最大加仓次数（空头）","__加仓数量倍数","__MA1周期","__MA1类型","__MA2周期","__MA2类型"
359253.14,1437.01,3566.99,4.25,84,52.38,"44/84",18.015,25000,0,0,359253.14,1437.01,352929.31,1411.72,6323.83,25.3,380366.9,1521.47,369987.8,1479.95,10379.09,41.52,21113.76,84.46,17058.49,68.23,4055.27,16.22,18.015,21.689,2.559,2010.77,1752.45,258.32,4276.82,5267.6,371.99,211349.9,845.4,845.4,147903.23,0.125,40.725,84,67,17,0,0,0,44,37,7,40,30,10,52.38,55.22,41.18,4276.82,12.85,5267.6,15.51,371.99,2.38,8644.7,27.73,9999.67,31.02,1482.73,10.32,527.84,3.51,568.62,3.62,405.53,3.18,16.377,17.586,3.656,192276.56,192276.56,5408,378.51,378.51,39.91,50.55,51.97,52.1,1524.55,1524.55,626.95,8.59,8.59,4.13,7.22,8.94,15.46,143,162,70,250,271,140,26,28,21,53.26,52.86,3.59,1437.01,1411.72,25.3,7791.34,4610.93,4529.77,81.16,23564.52,23149.72,1008.66,340.19,4224.35,0.001,0,130,37085.6,148.34,279915.47,1119.66,367567.11,93.64,1470.27,84,1822.4,7.29,3224.31,12.9,3566.99,4.25,14.27,100.72,1.4,3.2,4.6,"Changed all parameters randomly.",true,true,true,13,21,8,true,13,0,true,55,144,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,5,true,5,4,true,true,1,0,0.5,144,"RMA",576,"RMA"
357827.45,1431.31,3788.74,4.25,81,51.85,"42/81",18.858,25000,0,0,357827.45,1431.31,352929.31,1411.72,4898.13,19.59,377864.86,1511.46,369987.8,1479.95,7877.06,31.51,20037.41,80.15,17058.49,68.23,2978.92,11.92,18.858,21.689,2.644,1960.48,1752.45,208.03,4417.62,5267.6,349.87,211349.61,845.4,845.4,146477.84,0.125,40.798,81,67,14,0,0,0,42,37,5,39,30,9,51.85,55.22,35.71,4417.62,13.42,5267.6,15.51,349.87,3.45,8996.78,29.06,9999.67,31.02,1575.41,14.53,513.78,3.41,568.62,3.62,330.99,2.71,17.511,17.586,4.76,192276.56,192276.56,4022.68,378.51,378.51,51.32,50.89,51.97,51.07,1524.55,1524.55,626.95,8.59,8.59,4.13,7.61,8.94,21.05,152,162,106,267,271,244,28,28,29,53.17,52.86,2.84,1431.31,1411.72,19.59,8013.09,4465.54,4404.41,61.13,23471.01,23149.72,781.26,341.14,4224.35,0.001,0,130,37056.93,148.23,279915.47,1119.66,366578.11,93.62,1466.31,76,1797.76,7.19,3610.5,14.44,3788.74,4.25,15.15,94.45,1.3,3,4.4,"Changed all parameters randomly.",true,true,true,13,21,8,true,13,0,true,55,144,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,6,true,5,4,true,true,1,0,0.5,144,"RMA",576,"RMA"
361715.81,1446.86,3566.99,4.25,85,55.29,"47/85",18.371,25000,0,0,361715.81,1446.86,352929.31,1411.72,8786.5,35.15,382538.66,1530.15,369987.8,1479.95,12550.86,50.2,20822.85,83.29,17058.49,68.23,3764.36,15.06,18.371,21.689,3.334,2023.14,1752.45,270.69,4255.48,5267.6,488.14,211349.9,845.4,845.4,150365.91,0.126,42.592,85,67,18,0,0,0,47,37,10,38,30,8,55.29,55.22,55.56,4255.48,12.96,5267.6,15.51,488.14,3.49,8139.12,26.39,9999.67,31.02,1255.09,9.24,547.97,3.64,568.62,3.62,470.54,3.69,14.853,17.586,2.667,192276.56,192276.56,3893.26,378.51,378.51,25.21,50.26,51.97,31.02,1524.55,1524.55,626.95,8.59,8.59,4.13,7.32,8.94,16.65,134,162,31,223,271,49,23,28,8,53.41,52.86,4.82,1446.86,1411.72,35.15,7791.34,4642.54,4529.77,112.77,23726.06,23149.72,1401.46,335.42,4224.35,0.001,0,127,34214.73,136.86,279915.47,1119.66,368946.89,93.66,1475.79,70,1670.24,6.68,3161.44,12.65,3566.99,4.25,14.27,101.41,1.4,6,7.4,"Changed all parameters randomly.",true,true,true,13,21,8,true,13,0,true,55,144,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,5,5,true,true,1,0,0.5,144,"RMA",576,"RMA"
363604.34,1454.42,5479.54,4.49,85,51.76,"44/85",18.652,25000,0,0,363604.34,1454.42,358706.2,1434.82,4898.13,19.59,384202.41,1536.81,376325.36,1505.3,7877.06,31.51,20598.08,82.39,17619.15,70.48,2978.92,11.92,18.652,21.359,2.644,2057.66,1849.63,208.03,4277.7,5052.2,349.87,211349.61,845.4,845.4,152254.73,0.125,36.712,85,71,14,0,0,0,44,39,5,41,32,9,51.76,54.93,35.71,4277.7,13.09,5052.2,14.99,349.87,3.45,8731.87,28.4,9649.37,30.17,1575.41,14.53,502.39,3.34,550.6,3.52,330.99,2.71,17.381,17.525,4.76,192276.56,192276.56,4022.68,378.51,378.51,51.32,50.05,51.09,51.07,1524.55,1524.55,626.95,8.59,8.59,4.13,7.4,8.65,21.05,144,151,106,253,254,244,26,26,29,53.53,53.22,2.84,1454.42,1434.82,19.59,9767.59,3722.56,3672.41,50.15,23849.93,23528.65,781.26,337.45,4288.05,0.001,0,130,37852.42,151.41,284324.04,1137.3,373773.09,93.83,1495.09,79,1942.47,7.77,5301.28,21.21,5479.54,4.49,21.92,66.36,1.4,3,4.4,"Changed all parameters randomly.",true,true,true,13,21,8,true,13,0,true,55,144,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,6,true,3,5,true,true,1,0,0.5,144,"RMA",576,"RMA"
360935.22,1443.74,3566.99,4.25,85,55.29,"47/85",18.334,25000,0,0,360935.22,1443.74,352929.31,1411.72,8005.91,32.02,381758.07,1527.03,369987.8,1479.95,11770.27,47.08,20822.85,83.29,17058.49,68.23,3764.36,15.06,18.334,21.689,3.127,2023.61,1752.45,271.16,4246.3,5267.6,444.77,211349.61,845.4,845.4,149585.61,0.126,42.559,85,67,18,0,0,0,47,37,10,38,30,8,55.29,55.22,55.56,4246.3,12.9,5267.6,15.51,444.77,3.17,8122.51,26.26,9999.67,31.02,1177.03,8.65,547.97,3.64,568.62,3.62,470.54,3.69,14.823,17.586,2.501,192276.56,192276.56,3893.26,378.51,378.51,25.21,50.37,51.97,33.08,1524.55,1524.55,626.95,8.59,8.59,4.13,7.32,8.94,16.65,134,162,31,224,271,49,23,28,8,53.36,52.86,4.44,1443.74,1411.72,32.02,7791.34,4632.52,4529.77,102.75,23674.85,23149.72,1276.96,335.45,4224.35,0.001,0,136,34236.55,136.95,279915.47,1119.66,368166.3,93.65,1472.67,70,1687.99,6.75,3161.44,12.65,3566.99,4.25,14.27,101.19,1.4,2.6,3.9,"Changed all parameters randomly.",true,true,true,13,21,8,true,13,0,true,55,144,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,5,4,true,true,1,0,0.5,144,"RMA",576,"RMA"
207175.37,828.7,6116.14,4.25,91,53.85,"49/91",9.541,25000,0,0,207175.37,828.7,199169.46,796.68,8005.91,32.02,231433.15,925.73,219662.88,878.65,11770.27,47.08,24257.78,97.03,20493.42,81.97,3764.36,15.06,9.541,10.719,3.127,2050.22,1779.07,271.16,2276.65,2728.35,444.77,211349.9,845.4,845.4,-4174.53,0.145,14.529,91,73,18,0,0,0,49,39,10,42,34,8,53.85,53.42,55.56,2276.65,7.54,2728.35,8.62,444.77,3.17,4723.13,17.29,5632.38,19.5,1177.03,8.65,577.57,3.83,602.75,3.86,470.54,3.69,8.178,9.345,2.501,88852.82,88852.82,3893.26,174.91,174.91,25.21,38.39,40.45,33.08,1524.55,1524.55,626.95,9.37,9.37,4.13,6.28,7.44,16.65,109,128,31,185,220,49,20,22,8,41.65,40.88,4.44,828.7,796.68,32.02,8850.76,2340.76,2250.31,90.45,13589.27,13064.14,1276.96,200.59,2734.62,0.001,0,152,22135.11,88.54,128802.41,515.21,217987.68,89.72,871.95,80,2151.19,8.6,5710.56,22.84,6116.14,4.25,24.46,33.87,1.4,3.4,4.8,"Changed ""ATR追踪止损倍数（多头）"": 11 => 8.",true,true,true,13,21,8,true,13,0,true,55,144,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,8,3,true,5,4,true,true,1,0,0.5,144,"RMA",576,"RMA"
360935.22,1443.74,3566.99,4.25,85,55.29,"47/85",18.334,25000,0,0,360935.22,1443.74,352929.31,1411.72,8005.91,32.02,381758.07,1527.03,369987.8,1479.95,11770.27,47.08,20822.85,83.29,17058.49,68.23,3764.36,15.06,18.334,21.689,3.127,2023.61,1752.45,271.16,4246.3,5267.6,444.77,211349.9,845.4,845.4,149585.32,0.126,42.559,85,67,18,0,0,0,47,37,10,38,30,8,55.29,55.22,55.56,4246.3,12.9,5267.6,15.51,444.77,3.17,8122.51,26.26,9999.67,31.02,1177.03,8.65,547.97,3.64,568.62,3.62,470.54,3.69,14.823,17.586,2.501,192276.56,192276.56,3893.26,378.51,378.51,25.21,50.37,51.97,33.08,1524.55,1524.55,626.95,8.59,8.59,4.13,7.32,8.94,16.65,134,162,31,224,271,49,23,28,8,53.36,52.86,4.44,1443.74,1411.72,32.02,7791.34,4632.52,4529.77,102.75,23674.85,23149.72,1276.96,335.45,4224.35,0.001,0,136,34236.55,136.95,279915.47,1119.66,368166.3,93.65,1472.67,70,1687.99,6.75,3161.44,12.65,3566.99,4.25,14.27,101.19,1.4,2.6,4,"Changed ""ATR追踪止损倍数（多头）"": 8 => 11.",true,true,true,13,21,8,true,13,0,true,55,144,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,5,4,true,true,1,0,0.5,144,"RMA",576,"RMA"
373048.26,1492.19,6529.85,3.35,110,48.18,"53/110",12.746,25000,0,0,373048.26,1492.19,367452.71,1469.81,5595.55,22.38,404806.6,1619.23,391928.64,1567.71,12877.96,51.51,31758.34,127.03,24475.93,97.9,7282.41,29.13,12.746,16.013,1.768,2506.37,2096.66,409.71,3391.35,4322.97,223.82,234230.84,936.92,936.92,138817.42,0.124,30.265,110,85,25,0,0,0,53,42,11,57,43,14,48.18,49.41,44,3391.35,10.11,4322.97,12.57,223.82,1.76,7637.86,24.96,9331.63,29.23,1170.72,8.65,557.16,3.69,569.21,3.71,520.17,3.64,13.708,16.394,2.251,201738.51,201738.51,3893.26,394.23,394.23,25.21,49.84,51.47,30.23,1733.58,1733.58,728.38,9.63,9.63,4.13,5.46,7.08,10,110,132,34,202,242,52,24,24,21,54.1,53.76,3.21,1492.19,1469.81,22.38,10983.65,3396.4,3345.45,50.94,21518.9,21196.13,768.22,346.92,4453.8,0.001,0,134,36034.89,144.14,297876.8,1191.51,387310.15,94.1,1549.24,88,2549.72,10.2,5564.28,22.26,6529.85,3.35,26.12,57.13,1.4,2.6,4.1,"Changed ""S2周期（长周期）"": 144 => 89.",true,true,true,13,21,8,true,13,0,true,55,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,3,4,true,true,1,0,0.5,144,"RMA",576,"RMA"
371288.8,1485.16,6529.85,3.35,109,47.71,"52/109",12.87,25000,0,0,371288.8,1485.16,367452.71,1469.81,3836.09,15.34,402567.9,1610.27,391928.64,1567.71,10639.26,42.56,31279.1,125.12,24475.93,97.9,6803.17,27.21,12.87,16.013,1.564,2489.92,2096.66,393.26,3406.32,4322.97,159.84,234231.17,936.92,936.92,137057.63,0.124,30.219,109,85,24,0,0,0,52,42,10,57,43,14,47.71,49.41,41.67,3406.32,10.08,4322.97,12.57,159.84,1.27,7741.69,25.12,9331.63,29.23,1063.93,7.83,548.76,3.64,569.21,3.71,485.94,3.41,14.108,16.394,2.189,201738.51,201738.51,3390.95,394.23,394.23,22.21,50.11,51.47,31.87,1733.58,1733.58,728.38,9.63,9.63,4.13,5.54,7.08,10.71,112,132,42,210,242,75,23,24,19,54,53.76,2.26,1485.16,1469.81,15.34,10983.65,3380.38,3345.45,34.93,21417.41,21196.13,526.66,347.72,4453.8,0.001,0,135,39404.84,157.62,297876.8,1191.51,385791.59,94.08,1543.17,115,2796.45,11.19,5569.6,22.28,6529.85,3.35,26.12,56.86,1.4,2.1,3.5,"Changed all parameters randomly.",true,true,true,13,21,8,true,13,0,true,55,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,4,true,3,4,true,true,1,0,0.5,144,"RMA",576,"RMA"
371754,1487.02,6529.85,3.35,108,46.3,"50/108",12.879,25000,0,0,371754,1487.02,367452.71,1469.81,4301.29,17.21,403049.73,1612.2,391928.64,1567.71,11121.09,44.48,31295.73,125.18,24475.93,97.9,6819.8,27.28,12.879,16.013,1.631,2475.79,2096.66,379.13,3442.17,4322.97,187.01,234230.84,936.92,936.92,137523.16,0.124,29.969,108,85,23,0,0,0,50,42,8,58,43,15,46.3,49.41,34.78,3442.17,10.17,4322.97,12.57,187.01,1.3,8060.99,26.11,9331.63,29.23,1390.14,9.74,539.58,3.58,569.21,3.71,454.65,3.2,14.939,16.394,3.058,201738.51,201738.51,5408,394.23,394.23,39.91,50.05,51.47,48.63,1733.58,1733.58,728.38,9.63,9.63,4.13,5.54,7.08,10.68,117,132,62,225,242,138,24,24,22,54.02,53.76,2.51,1487.02,1469.81,17.21,10983.65,3384.61,3345.45,39.16,21444.24,21196.13,590.53,351.05,4453.8,0.001,0,135,39496.64,157.99,297876.8,1191.51,386566.29,94.09,1546.27,115,2853.05,11.41,5830.82,23.32,6529.85,3.35,26.12,56.93,1.4,2.9,4.3,"Changed all parameters randomly.",true,true,true,13,21,8,true,13,0,true,55,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,5,true,3,4,true,true,1,0,0.5,144,"RMA",576,"RMA"
366524.58,1466.1,6339.2,2.63,104,49.04,"51/104",13.162,25000,0,0,366524.58,1466.1,360929.03,1443.72,5595.55,22.38,396661.62,1586.65,383783.66,1535.13,12877.96,51.51,30137.04,120.55,22854.63,91.42,7282.41,29.13,13.162,16.792,1.768,2346.67,1936.96,409.71,3524.27,4568.72,223.82,234231.17,936.92,936.92,132293.42,0.123,31.925,104,79,25,0,0,0,51,40,11,53,39,14,49.04,50.63,44,3524.27,10.44,4568.72,13.19,223.82,1.76,7777.68,25.31,9594.59,29.89,1170.72,8.65,568.62,3.85,586.02,3.93,520.17,3.64,13.678,16.373,2.251,201738.51,201738.51,3893.26,394.23,394.23,25.21,50.86,52.57,30.23,1733.58,1733.58,728.38,9.05,9.05,4.13,5.75,7.59,10,116,142,34,213,258,52,23,23,21,53.71,53.36,3.21,1466.1,1443.72,22.38,10718.25,3419.63,3367.43,52.21,21142.59,20819.82,768.22,340.42,4379.05,0.001,0,157,42439.48,169.76,292656.18,1170.62,378123.83,93.9,1512.5,92,2160.74,8.64,5373.63,21.49,6339.2,2.63,25.36,57.82,1.4,3.7,5.1,"Changed ""追踪止损激活ATR倍数（多头）"": 3 => 5.",true,true,true,13,21,8,true,13,0,true,55,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,5,4,true,true,1,0,0.5,144,"RMA",576,"RMA"
364765.12,1459.06,6339.2,2.63,103,48.54,"50/103",13.299,25000,0,0,364765.12,1459.06,360929.03,1443.72,3836.09,15.34,394422.92,1577.69,383783.66,1535.13,10639.26,42.56,29657.8,118.63,22854.63,91.42,6803.17,27.21,13.299,16.792,1.564,2330.22,1936.96,393.26,3541.41,4568.72,159.84,234244.06,936.98,936.98,130521.06,0.123,31.877,103,79,24,0,0,0,50,40,10,53,39,14,48.54,50.63,41.67,3541.41,10.41,4568.72,13.19,159.84,1.27,7888.46,25.48,9594.59,29.89,1063.93,7.83,559.58,3.79,586.02,3.93,485.94,3.41,14.097,16.373,2.189,201738.51,201738.51,3390.95,394.23,394.23,22.21,51.15,52.57,31.87,1733.58,1733.58,728.38,9.05,9.05,4.13,5.85,7.59,10.71,119,142,42,221,258,75,22,23,19,53.6,53.36,2.26,1459.06,1443.72,15.34,10718.25,3403.22,3367.43,35.79,21041.1,20819.82,526.66,341.22,4379.05,0.001,0,166,42473.16,169.89,292656.18,1170.62,376605.27,93.87,1506.42,108,2516.58,10.07,5373.63,21.49,6339.2,2.63,25.36,57.54,1.4,3,4.4,"Changed all parameters randomly.",true,true,true,13,21,8,true,13,0,true,55,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,4,true,5,4,true,true,1,0,0.5,144,"RMA",576,"RMA"
358787.93,1435.15,3566.99,4.25,85,54.12,"46/85",18.006,25000,0,0,358787.93,1435.15,352929.31,1411.72,5858.62,23.43,379885.06,1519.54,369987.8,1479.95,9897.26,39.59,21097.13,84.39,17058.49,68.23,4038.64,16.15,18.006,21.689,2.451,2024.89,1752.45,272.44,4221.03,5267.6,325.48,211383.99,845.54,845.54,147403.95,0.125,41.472,85,67,18,0,0,0,46,37,9,39,30,9,54.12,55.22,50,4221.03,12.71,5267.6,15.51,325.48,2.28,8258.37,26.53,9999.67,31.02,1099.7,8.07,540.95,3.6,568.62,3.62,448.74,3.52,15.266,17.586,2.451,192276.56,192276.56,3390.95,378.51,378.51,22.21,50.61,51.97,34.26,1524.55,1524.55,626.95,8.59,8.59,4.13,7.23,8.94,15.52,137,162,42,231,271,69,25,28,16,53.23,52.86,3.34,1435.15,1411.72,23.43,7791.34,4604.96,4529.77,75.19,23534.01,23149.72,934.46,336.85,4224.35,0.001,0,122,34114.28,136.46,279915.47,1119.66,366792.41,93.62,1467.17,86,1768.22,7.07,3161.44,12.65,3566.99,4.25,14.27,100.59,1.4,2.9,4.3,"Changed ""S2周期（长周期）"": 89 => 144.",true,true,true,13,21,8,true,13,0,true,55,144,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,4,true,5,4,true,true,1,0,0.5,144,"RMA",576,"RMA"
205028.08,820.11,6116.14,4.25,91,52.75,"48/91",9.358,25000,0,0,205028.08,820.11,199169.46,796.68,5858.62,23.43,229560.14,918.24,219662.88,878.65,9897.26,39.59,24532.06,98.13,20493.42,81.97,4038.64,16.15,9.358,10.719,2.451,2051.51,1779.07,272.44,2253.06,2728.35,325.48,211398.68,845.59,845.59,-6370.6,0.144,14.124,91,73,18,0,0,0,48,39,9,43,34,9,52.75,53.42,50,2253.06,7.37,2728.35,8.62,325.48,2.28,4782.5,17.36,5632.38,19.5,1099.7,8.07,570.51,3.79,602.75,3.86,448.74,3.52,8.383,9.345,2.451,88852.82,88852.82,3390.95,174.91,174.91,22.21,38.71,40.45,34.26,1524.55,1524.55,626.95,9.37,9.37,4.13,6.21,7.44,15.52,111,128,42,192,220,69,21,22,16,41.45,40.88,3.34,820.11,796.68,23.43,8850.76,2316.5,2250.31,66.19,13448.42,13064.14,934.46,201.99,2734.62,0.001,0,138,21957.69,87.83,128802.41,515.21,216613.79,89.66,866.46,100,2197.82,8.79,5710.56,22.84,6116.14,4.25,24.46,33.52,1.4,3.7,5.1,"Changed ""ATR追踪止损倍数（多头）"": 11 => 8.",true,true,true,13,21,8,true,13,0,true,55,144,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,8,4,true,5,4,true,true,1,0,0.5,144,"RMA",576,"RMA"
358787.93,1435.15,3566.99,4.25,85,54.12,"46/85",18.006,25000,0,0,358787.93,1435.15,352929.31,1411.72,5858.62,23.43,379885.06,1519.54,369987.8,1479.95,9897.26,39.59,21097.13,84.39,17058.49,68.23,4038.64,16.15,18.006,21.689,2.451,2024.89,1752.45,272.44,4221.03,5267.6,325.48,211366.65,845.47,845.47,147421.28,0.125,41.472,85,67,18,0,0,0,46,37,9,39,30,9,54.12,55.22,50,4221.03,12.71,5267.6,15.51,325.48,2.28,8258.37,26.53,9999.67,31.02,1099.7,8.07,540.95,3.6,568.62,3.62,448.74,3.52,15.266,17.586,2.451,192276.56,192276.56,3390.95,378.51,378.51,22.21,50.61,51.97,34.26,1524.55,1524.55,626.95,8.59,8.59,4.13,7.23,8.94,15.52,137,162,42,231,271,69,25,28,16,53.23,52.86,3.34,1435.15,1411.72,23.43,7791.34,4604.96,4529.77,75.19,23534.01,23149.72,934.46,336.85,4224.35,0.001,0,122,34114.28,136.46,279915.47,1119.66,366792.41,93.62,1467.17,86,1768.22,7.07,3161.44,12.65,3566.99,4.25,14.27,100.59,1.3,2.6,3.9,"Changed ""ATR追踪止损倍数（多头）"": 8 => 11.",true,true,true,13,21,8,true,13,0,true,55,144,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,4,true,5,4,true,true,1,0,0.5,144,"RMA",576,"RMA"
371288.8,1485.16,6529.85,3.35,109,47.71,"52/109",12.87,25000,0,0,371288.8,1485.16,367452.71,1469.81,3836.09,15.34,402567.9,1610.27,391928.64,1567.71,10639.26,42.56,31279.1,125.12,24475.93,97.9,6803.17,27.21,12.87,16.013,1.564,2489.92,2096.66,393.26,3406.32,4322.97,159.84,234243.09,936.97,936.97,137045.71,0.124,30.219,109,85,24,0,0,0,52,42,10,57,43,14,47.71,49.41,41.67,3406.32,10.08,4322.97,12.57,159.84,1.27,7741.69,25.12,9331.63,29.23,1063.93,7.83,548.76,3.64,569.21,3.71,485.94,3.41,14.108,16.394,2.189,201738.51,201738.51,3390.95,394.23,394.23,22.21,50.11,51.47,31.87,1733.58,1733.58,728.38,9.63,9.63,4.13,5.54,7.08,10.71,112,132,42,210,242,75,23,24,19,54,53.76,2.26,1485.16,1469.81,15.34,10983.65,3380.38,3345.45,34.93,21417.41,21196.13,526.66,347.72,4453.8,0.001,0,135,39404.84,157.62,297876.8,1191.51,385791.59,94.08,1543.17,115,2796.45,11.19,5569.6,22.28,6529.85,3.35,26.12,56.86,1.4,6,7.3,"Changed all parameters randomly.",true,true,true,13,21,8,true,13,0,true,55,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,4,true,3,4,true,true,1,0,0.5,144,"RMA",576,"RMA"
348674.44,1394.7,6326.5,3.52,107,50.47,"54/107",13.263,25000,0,0,348674.44,1394.7,341790.01,1367.16,6884.44,27.54,377107.45,1508.43,365000.64,1460,12106.8,48.43,28433,113.73,23210.64,92.84,5222.36,20.89,13.263,15.726,2.318,2369.36,2044.16,325.21,3258.64,4021.06,312.93,234243.09,936.97,936.97,114431.35,0.123,28.59,107,85,22,0,0,0,54,43,11,53,42,11,50.47,50.59,50,3258.64,10.36,4021.06,12.55,312.93,1.88,6983.47,24.22,8488.39,28.46,1100.62,7.61,536.47,3.76,552.63,3.74,474.76,3.84,13.017,15.36,2.318,183648.3,183648.3,4985.52,394.23,394.23,22.28,48.7,50.31,41.18,1642.19,1642.19,646.33,9.63,9.63,4.13,5.78,7.08,12.38,115,132,48,205,238,75,23,24,20,52.59,52.15,3.87,1394.7,1367.16,27.54,10409.15,3349.69,3283.55,66.14,21232.31,20813.09,1065.15,329.47,4082.65,0.001,0,137,36922.72,147.69,273043.08,1092.17,357879.21,93.66,1431.52,105,2474.64,9.9,5364.78,21.46,6326.5,3.52,25.31,55.11,1.4,3.3,4.7,"Changed ""S1周期（短周期）"": 55 => 89.",true,true,true,13,21,8,true,13,0,true,89,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,4,true,3,4,true,true,1,0,0.5,144,"RMA",576,"RMA"
