"Total P&L","Total P&L %","Max equity drawdown","Max equity drawdown %","Total trades","Profitable trades","Profitable trades ratio","Profit factor","Initial capital","Open P&L","Open P&L %","Net P&L: All","Net P&L %: All","Net P&L: Long","Net P&L %: Long","Net P&L: Short","Net P&L %: Short","Gross profit: All","Gross profit %: All","Gross profit: Long","Gross profit %: Long","Gross profit: Short","Gross profit %: Short","Gross loss: All","Gross loss %: All","Gross loss: Long","Gross loss %: Long","Gross loss: Short","Gross loss %: Short","Profit factor: All","Profit factor: Long","Profit factor: Short","Commission paid: All","Commission paid: Long","Commission paid: Short","Expected payoff: All","Expected payoff: Long","Expected payoff: Short","Buy & hold return","Buy & hold return %","Buy & hold % gain","Strategy outperformance","Sharpe ratio","Sortino ratio","Total trades: All","Total trades: Long","Total trades: Short","Total open trades: All","Total open trades: Long","Total open trades: Short","Winning trades: All","Winning trades: Long","Winning trades: Short","Losing trades: All","Losing trades: Long","Losing trades: Short","Percent profitable: All","Percent profitable: Long","Percent profitable: Short","Avg P&L: All","Avg P&L %: All","Avg P&L: Long","Avg P&L %: Long","Avg P&L: Short","Avg P&L %: Short","Avg winning trade: All","Avg winning trade %: All","Avg winning trade: Long","Avg winning trade %: Long","Avg winning trade: Short","Avg winning trade %: Short","Avg losing trade: All","Avg losing trade %: All","Avg losing trade: Long","Avg losing trade %: Long","Avg losing trade: Short","Avg losing trade %: Short","Ratio avg win / avg loss: All","Ratio avg win / avg loss: Long","Ratio avg win / avg loss: Short","Largest winning trade: All","Largest winning trade: Long","Largest winning trade: Short","Largest winning trade percent: All","Largest winning trade percent: Long","Largest winning trade percent: Short","Largest winner as % of gross profit: All","Largest winner as % of gross profit: Long","Largest winner as % of gross profit: Short","Largest losing trade: All","Largest losing trade: Long","Largest losing trade: Short","Largest losing trade percent: All","Largest losing trade percent: Long","Largest losing trade percent: Short","Largest loser as % of gross loss: All","Largest loser as % of gross loss: Long","Largest loser as % of gross loss: Short","Avg # bars in trades: All","Avg # bars in trades: Long","Avg # bars in trades: Short","Avg # bars in winning trades: All","Avg # bars in winning trades: Long","Avg # bars in winning trades: Short","Avg # bars in losing trades: All","Avg # bars in losing trades: Long","Avg # bars in losing trades: Short","Annualized return (CAGR): All","Annualized return (CAGR): Long","Annualized return (CAGR): Short","Return on initial capital: All","Return on initial capital: Long","Return on initial capital: Short","Account size required","Return on account size required: All","Return on account size required: Long","Return on account size required: Short","Net profit as % of largest loss: All","Net profit as % of largest loss: Long","Net profit as % of largest loss: Short","Avg margin used: All","Max margin used","Margin efficiency","Margin calls","Avg equity run-up duration (close-to-close)","Avg equity run-up (close-to-close)","Avg equity run-up (close-to-close) %","Max equity run-up (close-to-close)","Max equity run-up (close-to-close) %","Max equity run-up (intrabar)","Max equity run-up (intrabar) %","Max equity run-up as % of initial capital (intrabar)","Avg equity drawdown duration (close-to-close)","Avg equity drawdown (close-to-close)","Avg equity drawdown (close-to-close) %","Max equity drawdown (close-to-close)","Max equity drawdown (close-to-close) %","Max equity drawdown (intrabar)","Max equity drawdown (intrabar) %","Max equity drawdown as % of initial capital (intrabar)","Return of max equity drawdown","_setTime_","_parseTime_","_duration_","comment","__启用牛熊过滤器","__启用P1形态切换平多","__启用P4形态切换平空","__MACD快线周期","__MACD慢线周期","__MACD信号线周期","__启用OBV过滤器","__OBV振荡器EMA周期","__启用双系统突破","__系统1失败过滤","__S1周期（短周期）","__S2周期（长周期）","__全局基础风险比例(%)","__实盘模式（固定本金）","__实盘本金（USDT）","__启用最大开仓量上限","__最大开仓量上限（BTC）","__P1 做多倍数 (突破)","__P2 做多倍数 (MACD)","__P3 做多倍数 (MACD)","__P4 做空倍数 (突破)","__P5 做多倍数","__P5 做空倍数","__P6 做多倍数","__P6 做空倍数","__启用P1损失冷却期","__冷却期长度（K线数）","__冷却期内P1倍数","__启用价格止损","__止损比例(%)","__ATR初始止损倍数","__ATR追踪止损倍数（多头）","__ATR追踪止损倍数（空头）","__启用追踪止损","__追踪止损激活ATR倍数（多头）","__追踪止损激活ATR倍数（空头）","__激活追踪时保本止损","__启用加仓（金字塔）","__最大加仓次数（多头）","__最大加仓次数（空头）","__加仓数量倍数","__MA1周期","__MA1类型","__MA2周期","__MA2类型"
260079.98,1040.32,6432.58,2.71,76,39.47,"30/76",12.32,25000,0,0,260079.98,1040.32,254484.42,1017.94,5595.55,22.38,283054.96,1132.22,270177,1080.71,12877.96,51.51,22974.98,91.9,15692.58,62.77,7282.41,29.13,12.32,17.217,1.768,1839.42,1429.71,409.71,3422.1,4989.89,223.82,234204.1,936.82,936.82,25875.88,0.125,25.314,76,51,25,0,0,0,30,19,11,46,32,14,39.47,37.25,44,3422.1,8.12,4989.89,11.24,223.82,1.76,9435.17,25.21,14219.84,34.8,1170.72,8.65,499.46,3.02,490.39,2.75,520.17,3.64,18.891,28.997,2.251,201738.51,201738.51,3893.26,394.23,394.23,25.21,71.27,74.67,30.23,1607.16,1607.16,728.38,4.13,4.13,4.13,7,10.24,10,94,123,34,199,284,52,25,27,21,46.27,45.82,3.21,1040.32,1017.94,22.38,9440.78,2754.86,2695.59,59.27,16182.57,15834.4,768.22,243.9,3008.2,0.001,0,195,42164.24,168.66,212429.78,849.72,265543.48,91.51,1062.17,106,2030.72,8.12,5466.98,21.87,6432.58,2.71,25.73,40.43,1.4,3.3,4.7,"Changed ""最大加仓次数（多头）"": 1 => 0.",true,true,true,13,21,8,true,13,0,true,55,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,3,4,true,true,0,0,0.5,144,"RMA",576,"RMA"
257745.47,1030.98,6432.58,2.71,70,35.71,"25/70",13.351,25000,0,0,257745.47,1030.98,254484.42,1017.94,3261.05,13.04,278614.1,1114.46,270177,1080.71,8437.1,33.75,20868.63,83.47,15692.58,62.77,5176.05,20.7,13.351,17.217,1.63,1741.82,1429.71,312.11,3682.08,4989.89,171.63,234203.77,936.82,936.82,23541.7,0.125,24.905,70,51,19,0,0,0,25,19,6,45,32,13,35.71,37.25,31.58,3682.08,8.77,4989.89,11.24,171.63,2.13,11144.56,29.52,14219.84,34.8,1406.18,12.82,463.75,2.77,490.39,2.75,398.16,2.8,24.032,28.997,3.532,201738.51,201738.51,4022.68,394.23,394.23,51.32,72.41,74.67,47.68,1607.16,1607.16,728.38,4.13,4.13,4.13,7.7,10.24,14.07,114,123,91,270,284,225,28,27,29,46.08,45.82,1.93,1030.98,1017.94,13.04,9440.78,2730.13,2695.59,34.54,16037.31,15834.4,447.71,248.85,3008.2,0.001,0,178,36387,145.55,212429.78,849.72,263628.66,91.46,1054.51,112,2344.37,9.38,5466.98,21.87,6432.58,2.71,25.73,40.07,1.3,2.6,4,"Changed all parameters randomly.",true,true,true,13,21,8,true,13,0,true,55,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,6,true,3,4,true,true,0,0,0.5,144,"RMA",576,"RMA"
251733.65,1006.93,3904.4,3.28,57,40.35,"23/57",16.746,25000,0,0,251733.65,1006.93,246835.52,987.34,4898.13,19.59,267720.65,1070.88,259843.59,1039.37,7877.06,31.51,15987,63.95,13008.08,52.03,2978.92,11.92,16.746,19.976,2.644,1518.59,1310.56,208.03,4416.38,5740.36,349.87,211357.84,845.43,845.43,40375.81,0.125,22.856,57,43,14,0,0,0,23,18,5,34,25,9,40.35,41.86,35.71,4416.38,10.92,5740.36,13.35,349.87,3.45,11640.03,30.94,14435.76,35.5,1575.41,14.53,470.21,2.63,520.32,2.6,330.99,2.71,24.755,27.744,4.76,192276.56,192276.56,4022.68,378.51,378.51,51.32,71.82,74,51.07,1524.55,1524.55,626.95,4.13,4.13,4.13,9.54,11.72,21.05,131,139,106,280,290,244,30,30,29,45.59,45.19,2.84,1006.93,987.34,19.59,6795.6,3704.36,3632.28,72.08,16511.99,16190.7,781.26,238.53,2891.2,0.001,0,163,36538.02,146.15,202967.83,811.87,256904.79,91.32,1027.62,94,1566.54,6.27,3726.17,14.9,3904.4,3.28,15.62,64.47,1.4,3,4.4,"Changed ""S2周期（长周期）"": 89 => 144.",true,true,true,13,21,8,true,13,0,true,55,144,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,6,true,3,4,true,true,0,0,0.5,144,"RMA",576,"RMA"
144458.19,577.83,5014.31,4.04,62,38.71,"24/62",8.639,25000,0,0,144458.19,577.83,139560.06,558.24,4898.13,19.59,163368.27,653.47,155491.21,621.96,7877.06,31.51,18910.07,75.64,15931.15,63.72,2978.92,11.92,8.639,9.76,2.644,1570.42,1362.39,208.03,2329.97,2907.5,349.87,211357.54,845.43,845.43,-66899.35,0.141,8.849,62,48,14,0,0,0,24,19,5,38,29,9,38.71,39.58,35.71,2329.97,6.62,2907.5,7.54,349.87,3.45,6807.01,21.36,8183.75,23.16,1575.41,14.53,497.63,2.7,549.35,2.69,330.99,2.71,13.679,14.897,4.76,88852.82,88852.82,4022.68,174.91,174.91,51.32,54.39,57.14,51.07,1524.55,1524.55,626.95,4.13,4.13,4.13,8.06,9.57,21.05,109,110,106,237,235,244,28,28,29,34.85,34.24,2.84,577.83,558.24,19.59,6885.92,2097.88,2026.74,71.13,9475.46,9154.17,781.26,146.88,1871.61,0.001,0,155,21437.73,85.75,99544.1,398.18,152450.32,86.19,609.8,111,1862.32,7.45,4608.74,18.43,5014.31,4.04,20.06,28.81,1.4,3,4.4,"Changed ""ATR追踪止损倍数（多头）"": 11 => 8.",true,true,true,13,21,8,true,13,0,true,55,144,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,8,6,true,3,4,true,true,0,0,0.5,144,"RMA",576,"RMA"
146102.33,584.41,5014.31,4.04,69,42.03,"29/69",8.234,25000,0,0,146102.33,584.41,139560.06,558.24,6542.27,26.17,166297.9,665.19,155491.21,621.96,10806.69,43.23,20195.56,80.78,15931.15,63.72,4264.41,17.06,8.234,9.76,2.534,1615.54,1362.39,253.15,2117.43,2907.5,311.54,211357.84,845.43,845.43,-65255.5,0.142,8.858,69,48,21,0,0,0,29,19,10,40,29,11,42.03,39.58,47.62,2117.43,6.43,2907.5,7.54,311.54,3.88,5734.41,19.78,8183.75,23.16,1080.67,13.35,504.89,3.25,549.35,2.69,387.67,4.72,11.358,14.897,2.788,88852.82,88852.82,4022.68,174.91,174.91,51.32,53.43,57.14,37.22,1524.55,1524.55,626.95,7.66,4.13,7.66,7.55,9.57,14.7,115,110,126,229,235,219,31,28,40,35.06,34.24,3.7,584.41,558.24,26.17,6885.92,2121.75,2026.74,95.01,9583.3,9154.17,1043.5,149.94,1871.61,0.001,0,148,19569.2,78.28,99544.1,398.18,153627.14,86.28,614.51,116,1948.09,7.79,4608.74,18.43,5014.31,4.04,20.06,29.14,1.4,2.7,4.1,"Changed ""最大加仓次数（空头）"": 0 => 1.",true,true,true,13,21,8,true,13,0,true,55,144,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,8,6,true,3,4,true,true,0,1,0.5,144,"RMA",576,"RMA"
260079.98,1040.32,6432.58,2.71,76,39.47,"30/76",12.32,25000,0,0,260079.98,1040.32,254484.42,1017.94,5595.55,22.38,283054.96,1132.22,270177,1080.71,12877.96,51.51,22974.98,91.9,15692.58,62.77,7282.41,29.13,12.32,17.217,1.768,1839.42,1429.71,409.71,3422.1,4989.89,223.82,234239.55,936.96,936.96,25840.43,0.125,25.314,76,51,25,0,0,0,30,19,11,46,32,14,39.47,37.25,44,3422.1,8.12,4989.89,11.24,223.82,1.76,9435.17,25.21,14219.84,34.8,1170.72,8.65,499.46,3.02,490.39,2.75,520.17,3.64,18.891,28.997,2.251,201738.51,201738.51,3893.26,394.23,394.23,25.21,71.27,74.67,30.23,1607.16,1607.16,728.38,4.13,4.13,4.13,7,10.24,10,94,123,34,199,284,52,25,27,21,46.27,45.82,3.21,1040.32,1017.94,22.38,9440.78,2754.86,2695.59,59.27,16182.57,15834.4,768.22,243.9,3008.2,0.001,0,195,42164.24,168.66,212429.78,849.72,265543.48,91.51,1062.17,106,2030.72,8.12,5466.98,21.87,6432.58,2.71,25.73,40.43,1.4,5.9,7.4,"Changed ""最大加仓次数（多头）"": 1 => 0.",true,true,true,13,21,8,true,13,0,true,55,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,3,4,true,true,0,0,0.5,144,"RMA",576,"RMA"
257745.47,1030.98,6432.58,2.71,70,35.71,"25/70",13.351,25000,0,0,257745.47,1030.98,254484.42,1017.94,3261.05,13.04,278614.1,1114.46,270177,1080.71,8437.1,33.75,20868.63,83.47,15692.58,62.77,5176.05,20.7,13.351,17.217,1.63,1741.82,1429.71,312.11,3682.08,4989.89,171.63,234239.87,936.96,936.96,23505.61,0.125,24.905,70,51,19,0,0,0,25,19,6,45,32,13,35.71,37.25,31.58,3682.08,8.77,4989.89,11.24,171.63,2.13,11144.56,29.52,14219.84,34.8,1406.18,12.82,463.75,2.77,490.39,2.75,398.16,2.8,24.032,28.997,3.532,201738.51,201738.51,4022.68,394.23,394.23,51.32,72.41,74.67,47.68,1607.16,1607.16,728.38,4.13,4.13,4.13,7.7,10.24,14.07,114,123,91,270,284,225,28,27,29,46.08,45.82,1.93,1030.98,1017.94,13.04,9440.78,2730.13,2695.59,34.54,16037.31,15834.4,447.71,248.85,3008.2,0.001,0,178,36387,145.55,212429.78,849.72,263628.66,91.46,1054.51,112,2344.37,9.38,5466.98,21.87,6432.58,2.71,25.73,40.07,1.4,3.2,4.6,"Changed all parameters randomly.",true,true,true,13,21,8,true,13,0,true,55,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,6,true,3,4,true,true,0,0,0.5,144,"RMA",576,"RMA"
251733.65,1006.93,3904.4,3.28,57,40.35,"23/57",16.746,25000,0,0,251733.65,1006.93,246835.52,987.34,4898.13,19.59,267720.65,1070.88,259843.59,1039.37,7877.06,31.51,15987,63.95,13008.08,52.03,2978.92,11.92,16.746,19.976,2.644,1518.59,1310.56,208.03,4416.38,5740.36,349.87,211362.83,845.45,845.45,40370.82,0.125,22.856,57,43,14,0,0,0,23,18,5,34,25,9,40.35,41.86,35.71,4416.38,10.92,5740.36,13.35,349.87,3.45,11640.03,30.94,14435.76,35.5,1575.41,14.53,470.21,2.63,520.32,2.6,330.99,2.71,24.755,27.744,4.76,192276.56,192276.56,4022.68,378.51,378.51,51.32,71.82,74,51.07,1524.55,1524.55,626.95,4.13,4.13,4.13,9.54,11.72,21.05,131,139,106,280,290,244,30,30,29,45.59,45.19,2.84,1006.93,987.34,19.59,6795.6,3704.36,3632.28,72.08,16511.99,16190.7,781.26,238.53,2891.2,0.001,0,163,36538.02,146.15,202967.83,811.87,256904.79,91.32,1027.62,94,1566.54,6.27,3726.17,14.9,3904.4,3.28,15.62,64.47,1.4,2.7,4.1,"Changed ""S2周期（长周期）"": 89 => 144.",true,true,true,13,21,8,true,13,0,true,55,144,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,6,true,3,4,true,true,0,0,0.5,144,"RMA",576,"RMA"
257745.47,1030.98,6432.58,2.71,70,35.71,"25/70",13.351,25000,0,0,257745.47,1030.98,254484.42,1017.94,3261.05,13.04,278614.1,1114.46,270177,1080.71,8437.1,33.75,20868.63,83.47,15692.58,62.77,5176.05,20.7,13.351,17.217,1.63,1741.82,1429.71,312.11,3682.08,4989.89,171.63,234245.35,936.98,936.98,23500.13,0.125,24.905,70,51,19,0,0,0,25,19,6,45,32,13,35.71,37.25,31.58,3682.08,8.77,4989.89,11.24,171.63,2.13,11144.56,29.52,14219.84,34.8,1406.18,12.82,463.75,2.77,490.39,2.75,398.16,2.8,24.032,28.997,3.532,201738.51,201738.51,4022.68,394.23,394.23,51.32,72.41,74.67,47.68,1607.16,1607.16,728.38,4.13,4.13,4.13,7.7,10.24,14.07,114,123,91,270,284,225,28,27,29,46.08,45.82,1.93,1030.98,1017.94,13.04,9440.78,2730.13,2695.59,34.54,16037.31,15834.4,447.71,248.85,3008.2,0.001,0,178,36387,145.55,212429.78,849.72,263628.66,91.46,1054.51,112,2344.37,9.38,5466.98,21.87,6432.58,2.71,25.73,40.07,1.4,5.9,7.3,"Changed ""S2周期（长周期）"": 144 => 89.",true,true,true,13,21,8,true,13,0,true,55,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,6,true,3,4,true,true,0,0,0.5,144,"RMA",576,"RMA"
349898.09,1399.59,6326.5,3.52,108,50,"54/108",13.085,25000,0,0,349898.09,1399.59,341790.01,1367.16,8108.09,32.43,378851.44,1515.41,365000.64,1460,13850.79,55.4,28953.34,115.81,23210.64,92.84,5742.71,22.97,13.085,15.726,2.412,2385.74,2044.16,341.58,3239.8,4021.06,352.53,234245.35,936.98,936.98,115652.75,0.123,28.625,108,85,23,0,0,0,54,43,11,54,42,12,50,50.59,47.83,3239.8,10.37,4021.06,12.55,352.53,2.29,7015.77,24.49,8488.39,28.46,1259.16,8.96,536.17,3.76,552.63,3.74,478.56,3.83,13.085,15.36,2.631,183648.3,183648.3,4985.52,394.23,394.23,25.21,48.48,50.31,35.99,1642.19,1642.19,646.33,9.63,9.63,4.13,5.67,7.08,11.25,112,132,39,201,238,57,24,24,23,52.67,52.15,4.49,1399.59,1367.16,32.43,10409.15,3361.45,3283.55,77.89,21306.83,20813.09,1254.47,328.69,4082.65,0.001,0,151,37059.6,148.24,273043.08,1092.17,359262.52,93.68,1437.05,84,2254.1,9.02,5364.78,21.46,6326.5,3.52,25.31,55.31,1.5,2.3,3.7,"Changed ""S1周期（短周期）"": 55 => 89.",true,true,true,13,21,8,true,13,0,true,89,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,3,4,true,true,1,0,0.5,144,"RMA",576,"RMA"
352003.63,1408.01,6326.5,3.52,119,48.74,"58/119",12.625,25000,0,0,352003.63,1408.01,341790.01,1367.16,10213.62,40.85,382282.86,1529.13,365000.64,1460,17282.21,69.13,30279.22,121.12,23210.64,92.84,7068.59,28.27,12.625,15.726,2.445,2452.72,2044.16,408.57,2958.01,4021.06,300.4,234245.35,936.98,936.98,117758.28,0.123,28.449,119,85,34,0,0,0,58,43,15,61,42,19,48.74,50.59,44.12,2958.01,9.62,4021.06,12.55,300.4,2.27,6591.08,23.68,8488.39,28.46,1152.15,9.96,496.38,3.76,552.63,3.74,372.03,3.8,13.278,15.36,3.097,183648.3,183648.3,4985.52,394.23,394.23,25.21,48.04,50.31,28.85,1642.19,1642.19,646.33,11.98,9.63,11.98,5.42,7.08,9.14,105,132,38,192,238,59,23,24,22,52.8,52.15,5.5,1408.01,1367.16,40.85,10409.15,3381.68,3283.55,98.12,21435.04,20813.09,1580.24,330.06,4082.65,0.001,0,137,37366.51,149.47,273043.08,1092.17,359848.29,93.69,1439.39,99,2361.18,9.44,5364.78,21.46,6326.5,3.52,25.31,55.64,1.4,3.5,4.9,"Changed ""最大加仓次数（空头）"": 0 => 1.",true,true,true,13,21,8,true,13,0,true,89,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,3,4,true,true,1,1,0.5,144,"RMA",576,"RMA"
349898.09,1399.59,6326.5,3.52,108,50,"54/108",13.085,25000,0,0,349898.09,1399.59,341790.01,1367.16,8108.09,32.43,378851.44,1515.41,365000.64,1460,13850.79,55.4,28953.34,115.81,23210.64,92.84,5742.71,22.97,13.085,15.726,2.412,2385.74,2044.16,341.58,3239.8,4021.06,352.53,234245.35,936.98,936.98,115652.75,0.123,28.625,108,85,23,0,0,0,54,43,11,54,42,12,50,50.59,47.83,3239.8,10.37,4021.06,12.55,352.53,2.29,7015.77,24.49,8488.39,28.46,1259.16,8.96,536.17,3.76,552.63,3.74,478.56,3.83,13.085,15.36,2.631,183648.3,183648.3,4985.52,394.23,394.23,25.21,48.48,50.31,35.99,1642.19,1642.19,646.33,9.63,9.63,4.13,5.67,7.08,11.25,112,132,39,201,238,57,24,24,23,52.67,52.15,4.49,1399.59,1367.16,32.43,10409.15,3361.45,3283.55,77.89,21306.83,20813.09,1254.47,328.69,4082.65,0.001,0,151,37059.6,148.24,273043.08,1092.17,359262.52,93.68,1437.05,84,2254.1,9.02,5364.78,21.46,6326.5,3.52,25.31,55.31,1.4,3.1,4.5,"Changed ""S1周期（短周期）"": 55 => 89.",true,true,true,13,21,8,true,13,0,true,89,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,3,4,true,true,1,0,0.5,144,"RMA",576,"RMA"
352003.63,1408.01,6326.5,3.52,119,48.74,"58/119",12.625,25000,0,0,352003.63,1408.01,341790.01,1367.16,10213.62,40.85,382282.86,1529.13,365000.64,1460,17282.21,69.13,30279.22,121.12,23210.64,92.84,7068.59,28.27,12.625,15.726,2.445,2452.72,2044.16,408.57,2958.01,4021.06,300.4,234245.35,936.98,936.98,117758.28,0.123,28.449,119,85,34,0,0,0,58,43,15,61,42,19,48.74,50.59,44.12,2958.01,9.62,4021.06,12.55,300.4,2.27,6591.08,23.68,8488.39,28.46,1152.15,9.96,496.38,3.76,552.63,3.74,372.03,3.8,13.278,15.36,3.097,183648.3,183648.3,4985.52,394.23,394.23,25.21,48.04,50.31,28.85,1642.19,1642.19,646.33,11.98,9.63,11.98,5.42,7.08,9.14,105,132,38,192,238,59,23,24,22,52.8,52.15,5.5,1408.01,1367.16,40.85,10409.15,3381.68,3283.55,98.12,21435.04,20813.09,1580.24,330.06,4082.65,0.001,0,137,37366.51,149.47,273043.08,1092.17,359848.29,93.69,1439.39,99,2361.18,9.44,5364.78,21.46,6326.5,3.52,25.31,55.64,1.4,3.2,4.7,"Changed ""最大加仓次数（空头）"": 0 => 1.",true,true,true,13,21,8,true,13,0,true,89,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,3,4,true,true,1,1,0.5,144,"RMA",576,"RMA"
374123.73,1496.49,6529.85,3.35,121,47.11,"57/121",12.262,25000,0,0,374123.73,1496.49,367452.71,1469.81,6671.02,26.68,407343.36,1629.37,391928.64,1567.71,15414.72,61.66,33219.62,132.88,24475.93,97.9,8743.69,34.97,12.262,16.013,1.763,2570.52,2096.66,473.86,3091.93,4322.97,185.31,234245.35,936.98,936.98,139878.39,0.124,30.05,121,85,36,0,0,0,57,42,15,64,43,21,47.11,49.41,41.67,3091.93,9.32,4322.97,12.57,185.31,1.65,7146.37,23.98,9331.63,29.23,1027.65,9.29,519.06,3.74,569.21,3.71,416.37,3.81,13.768,16.394,2.468,201738.51,201738.51,3893.26,394.23,394.23,25.21,49.53,51.47,25.26,1733.58,1733.58,728.38,12.11,9.63,12.11,5.22,7.08,8.33,103,132,34,193,242,55,23,24,20,54.17,53.76,3.76,1496.49,1469.81,26.68,10983.65,3406.19,3345.45,60.74,21580.94,21196.13,915.87,348.18,4453.8,0.001,0,134,39740.66,158.96,297876.8,1191.51,387812.37,94.11,1551.25,115,2861.86,11.45,5592.72,22.37,6529.85,3.35,26.12,57.29,1.4,2.8,4.1,"Changed ""最大加仓次数（空头）"": 0 => 1.",true,true,true,13,21,8,true,13,0,true,55,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,3,4,true,true,1,1,0.5,144,"RMA",576,"RMA"
352003.63,1408.01,6326.5,3.52,119,48.74,"58/119",12.625,25000,0,0,352003.63,1408.01,341790.01,1367.16,10213.62,40.85,382282.86,1529.13,365000.64,1460,17282.21,69.13,30279.22,121.12,23210.64,92.84,7068.59,28.27,12.625,15.726,2.445,2452.72,2044.16,408.57,2958.01,4021.06,300.4,234245.35,936.98,936.98,117758.28,0.123,28.449,119,85,34,0,0,0,58,43,15,61,42,19,48.74,50.59,44.12,2958.01,9.62,4021.06,12.55,300.4,2.27,6591.08,23.68,8488.39,28.46,1152.15,9.96,496.38,3.76,552.63,3.74,372.03,3.8,13.278,15.36,3.097,183648.3,183648.3,4985.52,394.23,394.23,25.21,48.04,50.31,28.85,1642.19,1642.19,646.33,11.98,9.63,11.98,5.42,7.08,9.14,105,132,38,192,238,59,23,24,22,52.8,52.15,5.5,1408.01,1367.16,40.85,10409.15,3381.68,3283.55,98.12,21435.04,20813.09,1580.24,330.06,4082.65,0.001,0,137,37366.51,149.47,273043.08,1092.17,359848.29,93.69,1439.39,99,2361.18,9.44,5364.78,21.46,6326.5,3.52,25.31,55.64,1.4,2.4,3.8,"Changed ""S1周期（短周期）"": 55 => 89.",true,true,true,13,21,8,true,13,0,true,89,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,3,4,true,true,1,1,0.5,144,"RMA",576,"RMA"
349282.91,1397.13,4848.71,3.24,98,54.08,"53/98",16.569,25000,0,0,349282.91,1397.13,339633.13,1358.53,9649.78,38.6,371717.03,1486.87,357350.39,1429.4,14366.64,57.47,22434.12,89.74,17717.25,70.87,4716.87,18.87,16.569,20.17,3.046,2140.52,1814.43,326.09,3564.11,4783.57,357.4,211362.54,845.45,845.45,137920.37,0.124,32.161,98,71,27,0,0,0,53,39,14,45,32,13,54.08,54.93,51.85,3564.11,11.63,4783.57,14.89,357.4,3.06,7013.53,24.55,9162.83,30.01,1026.19,9.35,498.54,3.59,553.66,3.54,362.84,3.71,14.068,16.549,2.828,178789.53,178789.53,3941.92,378.51,378.51,25.21,48.1,50.03,27.44,1463.57,1463.57,607.95,8.59,8.59,6.12,6.52,8.26,12.89,118,151,31,200,254,50,22,26,11,52.63,52.01,5.23,1397.13,1358.53,38.6,8890.41,3928.76,3820.22,108.54,23865.15,23205.82,1587.26,320.5,4041.7,0.001,0,136,33464.91,133.86,267967.23,1071.87,356514.74,93.61,1426.06,72,1880.59,7.52,4489.58,17.96,4848.71,3.24,19.39,72.04,1.4,3.4,4.8,"Changed ""S2周期（长周期）"": 89 => 144.",true,true,true,13,21,8,true,13,0,true,89,144,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,3,4,true,true,1,1,0.5,144,"RMA",576,"RMA"
347715.81,1390.86,4848.71,3.24,89,55.06,"49/89",17.264,25000,0,0,347715.81,1390.86,339633.13,1358.53,8082.68,32.33,369095.9,1476.38,357350.39,1429.4,11745.52,46.98,21380.09,85.52,17717.25,70.87,3662.84,14.65,17.264,20.17,3.207,2080.6,1814.43,266.17,3906.92,4783.57,449.04,211362.83,845.45,845.45,136352.98,0.124,32.344,89,71,18,0,0,0,49,39,10,40,32,8,55.06,54.93,55.56,3906.92,12.52,4783.57,14.89,449.04,3.18,7532.57,25.66,9162.83,30.01,1174.55,8.69,534.5,3.57,553.66,3.54,457.86,3.69,14.093,16.549,2.565,178789.53,178789.53,3941.92,378.51,378.51,25.21,48.44,50.03,33.56,1463.57,1463.57,607.95,8.59,8.59,4.13,6.85,8.26,16.6,127,151,31,212,254,50,23,26,8,52.53,52.01,4.47,1390.86,1358.53,32.33,8890.41,3911.13,3820.22,90.91,23758.07,23205.82,1329.49,319.52,4041.7,0.001,0,136,33272.53,133.09,267967.23,1071.87,355614.95,93.6,1422.46,72,1837.47,7.35,4489.62,17.96,4848.71,3.24,19.39,71.71,1.4,3.5,4.9,"Changed ""最大加仓次数（空头）"": 1 => 0.",true,true,true,13,21,8,true,13,0,true,89,144,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,3,4,true,true,1,0,0.5,144,"RMA",576,"RMA"
