"Total PnL","Total PnL %","Max drawdown","Max drawdown %","Profitable trades","Profitable trades ratio","Profit factor","Initial capital","Open PnL: All","Open PnL %: All","Net PnL: All","Net PnL %: All","Net PnL: Long","Net PnL %: Long","Net PnL: Short","Net PnL %: Short","Gross profit: All","Gross profit %: All","Gross profit: Long","Gross profit %: Long","Gross profit: Short","Gross profit %: Short","Gross loss: All","Gross loss %: All","Gross loss: Long","Gross loss %: Long","Gross loss: Short","Gross loss %: Short","Profit factor: All","Profit factor: Long","Profit factor: Short","Commission paid: All","Commission paid: Long","Commission paid: Short","Expected payoff: All","Expected payoff: Long","Expected payoff: Short","Buy and hold PnL: All","Buy and hold PnL %: All","Buy and hold % gain: All","Strategy outperformance","Sharpe ratio","Sortino ratio","_setTime_","_parseTime_","_duration_","comment","__启用实盘时间过滤器","__启用牛熊过滤器","__启用P1形态切换平多","__启用P4形态切换平空","__MACD快线周期","__MACD慢线周期","__MACD信号线周期","__启用OBV过滤器","__OBV振荡器EMA周期","__启用双系统突破","__系统1失败过滤","__S1周期（短周期）","__S2周期（长周期）","__全局基础风险比例(%)","__实盘模式（固定本金）","__实盘本金（USDT）","__启用最大开仓量上限","__最大开仓量上限（BTC）","__P1 做多倍数 (突破)","__P2 做多倍数 (MACD)","__P3 做多倍数 (MACD)","__P4 做空倍数 (突破)","__P5 做多倍数","__P5 做空倍数","__P6 做多倍数","__P6 做空倍数","__启用P1损失冷却期","__冷却期内P1倍数","__启用价格止损","__止损比例(%)","__ATR初始止损倍数","__ATR追踪止损倍数（多头）","__ATR追踪止损倍数（空头）","__启用追踪止损","__追踪止损激活ATR倍数（多头）","__追踪止损激活ATR倍数（空头）","__激活追踪时保本止损","__启用加仓（金字塔）","__最大加仓次数（多头）","__最大加仓次数（空头）","__加仓数量倍数","__MA1周期","__MA1类型","__MA2周期","__MA2类型"
33790.79,337.91,3350.1,9.09,50.65,"39/77",3.463,10000,5267.25,13.67,28523.54,285.24,23317.65,233.18,5205.89,52.06,40103.96,401.04,32877.29,328.77,7226.67,72.27,11580.42,115.8,9559.64,95.6,2020.78,20.21,3.463,3.439,3.576,1612.53,1234.31,378.23,370.44,395.21,289.22,5933.74,59.34,59.34,22589.8,0.283,2.091,1.2,3.1,4.3,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,,5,3,,,,,,,,,
37113.85,371.14,5150.61,12.49,50,"38/76",3.528,10000,5666.32,13.67,31447.53,314.48,25969.45,259.69,5478.08,54.78,43887.77,438.88,36257.7,362.58,7630.07,76.3,12440.24,124.4,10288.25,102.88,2151.99,21.52,3.528,3.524,3.546,1747.16,1351.08,396.07,413.78,440.16,322.24,5936.11,59.36,59.36,25511.41,0.288,2.216,1.3,4.3,5.6,"""ATR追踪止损倍数（空头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,,3,3,,,,,,,,,
34150.32,341.5,3586.24,9.58,48.68,"37/76",3.445,10000,5303.04,13.65,28847.28,288.47,23699,236.99,5148.28,51.48,40644.75,406.45,33457.36,334.57,7187.39,71.87,11797.47,117.97,9758.36,97.58,2039.12,20.39,3.445,3.429,3.525,1618.9,1246.14,372.76,379.57,401.68,302.84,5941.6,59.42,59.42,22905.68,0.28,2.04,1.2,4,5.2,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,,4,3,,,,,,,,,
34171.35,341.71,3628.28,9.68,48.68,"37/76",3.458,10000,5303.09,13.64,28868.27,288.68,23719.99,237.2,5148.28,51.48,40613.68,406.14,33426.29,334.26,7187.39,71.87,11745.41,117.45,9706.3,97.06,2039.12,20.39,3.458,3.444,3.525,1627.21,1254.45,372.76,379.85,402.03,302.84,5941.57,59.42,59.42,22926.7,0.28,2.042,1.2,3.3,4.5,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,,5,3,,,,,,,,,
35985.69,359.86,5334.66,13.13,49.32,"36/73",3.54,10000,5514.41,13.63,30471.27,304.71,25603.54,256.04,4867.74,48.68,42469.69,424.7,35746.06,357.46,6723.63,67.24,11998.42,119.98,10142.53,101.43,1855.89,18.56,3.54,3.524,3.623,1690.55,1331.97,358.59,417.41,433.96,347.7,5946.25,59.46,59.46,24525.02,0.286,2.202,1.2,3.3,4.6,"""ATR追踪止损倍数（空头）"" set to 6.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,,3,3,,,,,,,,,
33048.97,330.49,3778.71,10.26,47.95,"35/73",3.451,10000,5154.02,13.6,27894.95,278.95,23321.87,233.22,4573.08,45.73,39275.36,392.75,32949.97,329.5,6325.39,63.25,11380.41,113.8,9628.11,96.28,1752.3,17.52,3.451,3.422,3.61,1564.84,1227.75,337.09,382.12,395.29,326.65,5950.79,59.51,59.51,21944.16,0.277,2.023,1.2,3.2,4.4,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,,4,3,,,,,,,,,
33082.79,330.83,3817.27,10.34,47.95,"35/73",3.465,10000,5159.19,13.6,27923.6,279.24,23348.7,233.49,4574.9,45.75,39251.17,392.51,32923.97,329.24,6327.2,63.27,11327.57,113.28,9575.27,95.75,1752.3,17.52,3.465,3.438,3.611,1573.69,1236.46,337.23,382.52,395.74,326.78,5947.61,59.48,59.48,21975.99,0.278,2.024,1.2,3.1,4.4,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,,5,3,,,,,,,,,
39754.31,397.54,4691.43,11.16,53.25,"41/77",3.684,10000,5964.38,13.62,33789.93,337.9,26319.05,263.19,7470.89,74.71,46381.2,463.81,36829.36,368.29,9551.85,95.52,12591.27,125.91,10510.31,105.1,2080.96,20.81,3.684,3.504,4.59,1798.71,1381.54,417.17,438.83,446.09,415.05,5946.48,59.46,59.46,27843.45,0.303,2.482,1.3,3.1,4.3,"""ATR追踪止损倍数（多头）"" set to 10.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3,,3,3,,,,,,,,,
36844.29,368.44,3151.35,8.23,51.95,"40/77",3.604,10000,5607.51,13.6,31236.77,312.37,24168.58,241.69,7068.19,70.68,43231.68,432.32,34183.95,341.84,9047.73,90.48,11994.9,119.95,10015.37,100.15,1979.53,19.8,3.604,3.413,4.571,1675.29,1280.66,394.64,405.67,409.64,392.68,5948.68,59.49,59.49,25288.1,0.295,2.285,1.2,4.4,5.6,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3,,4,3,,,,,,,,,
36921.29,369.21,3191.86,8.31,51.95,"40/77",3.621,10000,5626.42,13.62,31294.87,312.95,24225.09,242.25,7069.78,70.7,43236.35,432.36,34184.48,341.84,9051.87,90.52,11941.48,119.41,9959.39,99.59,1982.09,19.82,3.621,3.432,4.567,1685.74,1290.37,395.37,406.43,410.59,392.77,5944.86,59.45,59.45,25350.01,0.296,2.285,1.2,3.2,4.4,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3,,5,3,,,,,,,,,
36126.21,361.26,4779.79,11.92,51.95,"40/77",3.512,10000,5524.86,13.61,30601.35,306.01,25121.88,251.22,5479.47,54.79,42783.25,427.83,35188.41,351.88,7594.84,75.95,12181.9,121.82,10066.53,100.67,2115.37,21.15,3.512,3.496,3.59,1718.39,1320.91,397.48,397.42,425.79,304.41,5947.24,59.47,59.47,24654.11,0.29,2.261,1.2,4,5.2,"""ATR追踪止损倍数（空头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,4,,3,3,,,,,,,,,
33414.87,334.15,3288.56,9,50.65,"39/77",3.431,10000,5196.25,13.6,28218.62,282.19,23041.49,230.41,5177.13,51.77,39827.28,398.27,32637.03,326.37,7190.25,71.9,11608.66,116.09,9595.54,95.96,2013.12,20.13,3.431,3.401,3.572,1600.34,1224.25,376.09,366.48,390.53,287.62,5947.27,59.47,59.47,22271.36,0.282,2.083,1.2,3.6,4.9,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,4,,4,3,,,,,,,,,
33463.53,334.64,3322.43,9.08,50.65,"39/77",3.446,10000,5222.33,13.66,28241.2,282.41,23062.59,230.63,5178.61,51.79,39786.11,397.86,32594.31,325.94,7191.8,71.92,11544.91,115.45,9531.72,95.32,2013.19,20.13,3.446,3.42,3.572,1608.28,1231.94,376.35,366.77,390.89,287.7,5938.78,59.39,59.39,22302.42,0.282,2.085,1.2,3.8,5.1,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,4,,5,3,,,,,,,,,
36556.91,365.57,5089.9,12.48,50,"38/76",3.505,10000,5584.44,13.63,30972.47,309.72,25546.99,255.47,5425.48,54.25,43337.26,433.37,35774.18,357.74,7563.09,75.63,12364.8,123.65,10227.19,102.27,2137.61,21.38,3.505,3.498,3.538,1734.69,1342.55,392.14,407.53,433,319.15,5941.03,59.41,59.41,25031.44,0.287,2.201,1.2,4.3,5.5,"""ATR追踪止损倍数（空头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,,3,3,,,,,,,,,
33822.48,338.22,3566.07,9.6,48.68,"37/76",3.425,10000,5258.46,13.64,28564.02,285.64,23443.87,234.44,5120.15,51.2,40344.01,403.44,33189.96,331.9,7154.05,71.54,11779.99,117.8,9746.09,97.46,2033.9,20.34,3.425,3.405,3.517,1615.07,1244.09,370.98,375.84,397.35,301.19,5939.07,59.39,59.39,22624.96,0.279,2.037,1.2,4.3,5.6,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,,4,3,,,,,,,,,
33823.48,338.23,3599.84,9.68,48.68,"37/76",3.439,10000,5248.33,13.61,28575.15,285.75,23455,234.55,5120.15,51.2,40289.1,402.89,33135.05,331.35,7154.05,71.54,11713.95,117.14,9680.05,96.8,2033.9,20.34,3.439,3.423,3.517,1622.47,1251.5,370.98,375.99,397.54,301.19,5945.2,59.45,59.45,22629.95,0.279,2.036,1.2,3.5,4.7,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,,5,3,,,,,,,,,
35413.23,354.13,5265.87,13.12,49.32,"36/73",3.516,10000,5445.09,13.62,29968.15,299.68,25144.8,251.45,4823.35,48.23,41880.14,418.8,35220.26,352.2,6659.88,66.6,11911.99,119.12,10075.47,100.75,1836.53,18.37,3.516,3.496,3.626,1676.59,1322.07,354.51,410.52,426.18,344.53,5944.08,59.44,59.44,24024.07,0.284,2.186,1.2,4.3,5.6,"""ATR追踪止损倍数（空头）"" set to 6.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,6,,3,3,,,,,,,,,
32731.35,327.31,3748.83,10.25,47.95,"35/73",3.432,10000,5122.98,13.62,27608.37,276.08,23059.3,230.59,4549.07,45.49,38961.59,389.62,32668.69,326.69,6292.9,62.93,11353.22,113.53,9609.39,96.09,1743.83,17.44,3.432,3.4,3.609,1560.66,1225.64,335.02,378.2,390.84,324.93,5947.42,59.47,59.47,21660.95,0.277,2.017,1.2,4.2,5.4,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,6,,4,3,,,,,,,,,
32756.9,327.57,3784.88,10.34,47.95,"35/73",3.448,10000,5126.31,13.62,27630.59,276.31,23081.52,230.82,4549.07,45.49,38919.33,389.19,32626.43,326.26,6292.9,62.93,11288.74,112.89,9544.91,95.45,1743.83,17.44,3.448,3.418,3.609,1568.21,1233.19,335.02,378.5,391.21,324.93,5945.36,59.45,59.45,21685.23,0.277,2.018,1.2,3.8,5,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,6,,5,3,,,,,,,,,
39764.65,397.65,4691.43,11.16,53.25,"41/77",3.684,10000,5974.72,13.64,33789.93,337.9,26319.05,263.19,7470.89,74.71,46381.2,463.81,36829.36,368.29,9551.85,95.52,12591.27,125.91,10510.31,105.1,2080.96,20.81,3.684,3.504,4.59,1798.71,1381.54,417.17,438.83,446.09,415.05,5940.97,59.41,59.41,27848.96,0.303,2.483,1.3,4.1,5.4,"""ATR追踪止损倍数（多头）"" set to 11.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3,,3,3,,,,,,,,,
36869.73,368.7,3151.35,8.23,51.95,"40/77",3.604,10000,5632.96,13.66,31236.77,312.37,24168.58,241.69,7068.19,70.68,43231.68,432.32,34183.95,341.84,9047.73,90.48,11994.9,119.95,10015.37,100.15,1979.53,19.8,3.604,3.413,4.571,1675.29,1280.66,394.64,405.67,409.64,392.68,5934.26,59.34,59.34,25302.51,0.295,2.285,1.2,4.2,5.4,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3,,4,3,,,,,,,,,
36937.09,369.37,3191.86,8.31,51.95,"40/77",3.621,10000,5642.22,13.66,31294.87,312.95,24225.09,242.25,7069.78,70.7,43236.35,432.36,34184.48,341.84,9051.87,90.52,11941.48,119.41,9959.39,99.59,1982.09,19.82,3.621,3.432,4.567,1685.74,1290.37,395.37,406.43,410.59,392.77,5935.93,59.36,59.36,25358.94,0.296,2.285,1.2,4.7,5.9,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3,,5,3,,,,,,,,,
36148.78,361.49,4779.79,11.92,51.95,"40/77",3.512,10000,5547.43,13.66,30601.35,306.01,25121.88,251.22,5479.47,54.79,42783.25,427.83,35188.41,351.88,7594.84,75.95,12181.9,121.82,10066.53,100.67,2115.37,21.15,3.512,3.496,3.59,1718.39,1320.91,397.48,397.42,425.79,304.41,5934.26,59.34,59.34,24667.09,0.29,2.261,1.3,3.9,5.1,"""ATR追踪止损倍数（空头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,,3,3,,,,,,,,,
33420.64,334.21,3288.56,9,50.65,"39/77",3.431,10000,5202.01,13.61,28218.62,282.19,23041.49,230.41,5177.13,51.77,39827.28,398.27,32637.03,326.37,7190.25,71.9,11608.66,116.09,9595.54,95.96,2013.12,20.13,3.431,3.401,3.572,1600.34,1224.25,376.09,366.48,390.53,287.62,5943.74,59.44,59.44,22274.88,0.282,2.084,1.2,3.5,4.7,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,,4,3,,,,,,,,,
33466.01,334.66,3322.43,9.08,50.65,"39/77",3.446,10000,5224.81,13.66,28241.2,282.41,23062.59,230.63,5178.61,51.79,39786.11,397.86,32594.31,325.94,7191.8,71.92,11544.91,115.45,9531.72,95.32,2013.19,20.13,3.446,3.42,3.572,1608.28,1231.94,376.35,366.77,390.89,287.7,5937.26,59.37,59.37,22303.94,0.282,2.085,1.2,4.7,6,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,,5,3,,,,,,,,,
36565.15,365.65,5089.9,12.48,50,"38/76",3.505,10000,5592.68,13.65,30972.47,309.72,25546.99,255.47,5425.48,54.25,43337.26,433.37,35774.18,357.74,7563.09,75.63,12364.8,123.65,10227.19,102.27,2137.61,21.38,3.505,3.498,3.538,1734.69,1342.55,392.14,407.53,433,319.15,5936.32,59.36,59.36,25036.14,0.287,2.201,1.3,4.5,5.8,"""ATR追踪止损倍数（空头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,,3,3,,,,,,,,,
33829.59,338.3,3566.07,9.6,48.68,"37/76",3.425,10000,5265.57,13.65,28564.02,285.64,23443.87,234.44,5120.15,51.2,40344.01,403.44,33189.96,331.9,7154.05,71.54,11779.99,117.8,9746.09,97.46,2033.9,20.34,3.425,3.405,3.517,1615.07,1244.09,370.98,375.84,397.35,301.19,5934.76,59.35,59.35,22629.27,0.279,2.037,1.2,4,5.2,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,,4,3,,,,,,,,,
33840.12,338.4,3599.84,9.68,48.68,"37/76",3.439,10000,5264.97,13.65,28575.15,285.75,23455,234.55,5120.15,51.2,40289.1,402.89,33135.05,331.35,7154.05,71.54,11713.95,117.14,9680.05,96.8,2033.9,20.34,3.439,3.423,3.517,1622.47,1251.5,370.98,375.99,397.54,301.19,5935.12,59.35,59.35,22640.03,0.279,2.036,1.3,3.8,5.1,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,,5,3,,,,,,,,,
35443.18,354.43,5265.87,13.12,49.32,"36/73",3.516,10000,5475.03,13.7,29968.15,299.68,25144.8,251.45,4823.35,48.23,41880.14,418.8,35220.26,352.2,6659.88,66.6,11911.99,119.12,10075.47,100.75,1836.53,18.37,3.516,3.496,3.626,1676.59,1322.07,354.51,410.52,426.18,344.53,5926.58,59.27,59.27,24041.56,0.284,2.187,1.2,3.5,4.7,"""ATR追踪止损倍数（空头）"" set to 6.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,6,,3,3,,,,,,,,,
32782.21,327.82,3748.83,10.25,47.95,"35/73",3.432,10000,5173.84,13.76,27608.37,276.08,23059.3,230.59,4549.07,45.49,38961.59,389.62,32668.69,326.69,6292.9,62.93,11353.22,113.53,9609.39,96.09,1743.83,17.44,3.432,3.4,3.609,1560.66,1225.64,335.02,378.2,390.84,324.93,5915.87,59.16,59.16,21692.5,0.277,2.019,1.2,3.6,4.9,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,6,,4,3,,,,,,,,,
32790.79,327.91,3784.88,10.34,47.95,"35/73",3.448,10000,5160.2,13.71,27630.59,276.31,23081.52,230.82,4549.07,45.49,38919.33,389.19,32626.43,326.26,6292.9,62.93,11288.74,112.89,9544.91,95.45,1743.83,17.44,3.448,3.418,3.609,1568.21,1233.19,335.02,378.5,391.21,324.93,5924.34,59.24,59.24,21706.26,0.277,2.019,1.2,4.6,5.8,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,6,,5,3,,,,,,,,,
42769.71,427.7,4931.33,11.16,53.85,"42/78",3.61,10000,6376.95,13.75,36392.76,363.93,28214.91,282.15,8177.84,81.78,50334.39,503.34,39968.1,399.68,10366.3,103.66,13941.64,139.42,11753.18,117.53,2188.46,21.88,3.61,3.401,4.737,1919.44,1479.74,439.7,466.57,470.25,454.32,5916.5,59.17,59.17,30476.26,0.313,2.186,1.3,3,4.3,"""追踪止损激活ATR倍数（空头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,,3,4,,,,,,,,,
38785.84,387.86,3252.08,8.22,51.28,"40/78",3.52,10000,5907.65,13.78,32878.19,328.78,25290.99,252.91,7587.2,75.87,45927.59,459.28,36295.63,362.96,9631.96,96.32,13049.4,130.49,11004.64,110.05,2044.75,20.45,3.52,3.298,4.711,1755,1346.25,408.75,421.52,421.52,421.51,5911.12,59.11,59.11,26967.07,0.302,2.009,1.3,4.1,5.4,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,,4,4,,,,,,,,,
38827.53,388.28,3298.97,8.32,51.28,"40/78",3.535,10000,5902.42,13.75,32925.12,329.25,25337.91,253.38,7587.2,75.87,45914.92,459.15,36282.96,362.83,9631.96,96.32,12989.8,129.9,10945.05,109.45,2044.75,20.45,3.535,3.315,4.711,1763.98,1355.23,408.75,422.12,422.3,421.51,5913.97,59.14,59.14,27011.15,0.302,2.013,1.2,3.3,4.5,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,,5,4,,,,,,,,,
38992.64,389.93,4700.04,11.16,52.56,"41/78",3.455,10000,5941.57,13.8,33051.07,330.51,26906,269.06,6145.07,61.45,46512.87,465.13,38146.05,381.46,8366.82,83.67,13461.8,134.62,11240.05,112.4,2221.75,22.22,3.455,3.394,3.766,1831.21,1412.32,418.89,423.73,448.43,341.39,5906.08,59.06,59.06,27144.99,0.3,2.031,1.3,4.6,5.9,"""ATR追踪止损倍数（空头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,,3,4,,,,,,,,,
35369.22,353.69,3106.61,8.23,50,"39/78",3.363,10000,5504.04,13.81,29865.18,298.65,24156.45,241.56,5708.73,57.09,42504.63,425.05,34715.99,347.16,7788.64,77.89,12639.45,126.39,10559.54,105.6,2079.91,20.8,3.363,3.288,3.745,1678.36,1288.44,389.92,382.89,402.61,317.15,5902.42,59.02,59.02,23962.75,0.289,1.87,1.2,4.7,6,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,,4,4,,,,,,,,,
35438.96,354.39,3145.36,8.31,50,"39/78",3.379,10000,5511.91,13.8,29927.05,299.27,24206.81,242.07,5720.24,57.2,42506.81,425.07,34704.11,347.04,7802.7,78.03,12579.76,125.8,10497.3,104.97,2082.46,20.82,3.379,3.306,3.747,1687.67,1297.17,390.5,383.68,403.45,317.79,5905.03,59.05,59.05,24022.02,0.29,1.873,1.3,4.1,5.4,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,,5,4,,,,,,,,,
39249.01,392.49,5095.07,11.91,50.65,"39/77",3.437,10000,5981.66,13.82,33267.35,332.67,27321.38,273.21,5945.97,59.46,46917.86,469.18,38728.47,387.28,8189.38,81.89,13650.51,136.51,11407.09,114.07,2243.42,22.43,3.437,3.395,3.65,1846.21,1433.9,412.31,432.04,455.36,349.76,5897.75,58.98,58.98,27369.6,0.296,1.996,1.3,4.6,5.9,"""ATR追踪止损倍数（空头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,,3,4,,,,,,,,,
35624.13,356.24,3455.48,9.01,48.05,"37/77",3.346,10000,5545.75,13.84,30078.38,300.78,24539.87,245.4,5538.51,55.39,42897.33,428.97,35256.19,352.56,7641.13,76.41,12818.95,128.19,10716.33,107.16,2102.62,21.03,3.346,3.29,3.634,1692.89,1308.84,384.05,390.63,409,325.79,5892.5,58.92,58.93,24185.88,0.286,1.841,1.2,3.2,4.4,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,,4,4,,,,,,,,,
35732.17,357.32,3499.06,9.09,48.05,"37/77",3.365,10000,5560.06,13.84,30172.11,301.72,24616.57,246.17,5555.54,55.56,42928.15,429.28,35269.92,352.7,7658.23,76.58,12756.04,127.56,10653.35,106.53,2102.69,21.03,3.365,3.311,3.642,1702.46,1317.84,384.62,391.85,410.28,326.8,5891.37,58.91,58.91,24280.74,0.286,1.845,1.2,3.6,4.8,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,,5,4,,,,,,,,,
37827,378.27,5538.02,13.13,50,"37/74",3.425,10000,5821.66,13.86,32005.35,320.05,26953.49,269.53,5051.85,50.52,45201.46,452.01,38221.64,382.22,6979.82,69.8,13196.11,131.96,11268.15,112.68,1927.96,19.28,3.425,3.392,3.62,1788.1,1415.76,372.34,432.5,449.22,360.85,5890.51,58.91,58.91,26114.83,0.293,1.958,1.2,3.2,4.5,"""ATR追踪止损倍数（空头）"" set to 6.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,,3,4,,,,,,,,,
34270.95,342.71,3874.13,10.25,47.3,"35/74",3.335,10000,5389,13.86,28881.95,288.82,24175.96,241.76,4705.99,47.06,41253.38,412.53,34748.92,347.49,6504.46,65.04,12371.43,123.71,10572.96,105.73,1798.47,17.98,3.335,3.287,3.617,1635.76,1289.77,345.99,390.3,402.93,336.14,5889.99,58.9,58.9,22991.96,0.282,1.804,1.2,4.6,5.9,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,,4,4,,,,,,,,,
34302.96,343.03,3913.9,10.34,47.3,"35/74",3.35,10000,5393.09,13.86,28909.87,289.1,24204.72,242.05,4705.15,47.05,41213.09,412.13,34708.63,347.09,6504.46,65.04,12303.22,123.03,10503.91,105.04,1799.31,17.99,3.35,3.304,3.615,1643.92,1297.75,346.18,390.67,403.41,336.08,5887.53,58.88,58.88,23022.33,0.283,1.806,1.2,4.1,5.4,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,,5,4,,,,,,,,,
38474.04,384.74,4528.22,11.16,52.56,"41/78",3.496,10000,5895.97,13.85,32578.06,325.78,24985.44,249.85,7592.62,75.93,45632.11,456.32,35965.44,359.65,9666.67,96.67,13054.05,130.54,10980,109.8,2074.05,20.74,3.496,3.276,4.661,1790.24,1380.28,409.95,417.67,416.42,421.81,5890.51,58.91,58.91,26687.55,0.309,2.324,1.3,4.5,5.8,"""ATR追踪止损倍数（多头）"" set to 8.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,,3,4,,,,,,,,,
35420.52,354.21,3027.17,8.22,51.28,"40/78",3.414,10000,5516.62,13.82,29903.9,299.04,22766.06,227.66,7137.84,71.38,42292.3,422.92,33191.08,331.91,9101.21,91.01,12388.4,123.88,10425.03,104.25,1963.37,19.63,3.414,3.184,4.636,1661.07,1274.74,386.33,383.38,379.43,396.55,5895.06,58.95,58.95,24008.84,0.3,2.129,1.3,3,4.3,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,,4,4,,,,,,,,,
35480.88,354.81,3064.93,8.31,51.28,"40/78",3.43,10000,5529.26,13.84,29951.63,299.52,22816.3,228.16,7135.32,71.35,42279.42,422.79,33178.21,331.78,9101.21,91.01,12327.8,123.28,10361.91,103.62,1965.89,19.66,3.43,3.202,4.63,1669.83,1283.25,386.57,384,380.27,396.41,5894.9,58.95,58.95,24056.73,0.301,2.133,1.2,3.5,4.7,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,,5,4,,,,,,,,,
35068.49,350.68,4325.69,11.17,51.28,"40/78",3.343,10000,5474.33,13.83,29594.16,295.94,23886.56,238.87,5707.59,57.08,42223.43,422.23,34402.41,344.02,7821.01,78.21,12629.27,126.29,10515.85,105.16,2113.42,21.13,3.343,3.271,3.701,1712.32,1320.66,391.66,379.41,398.11,317.09,5898.11,58.98,58.98,23696.05,0.296,2.138,1.2,4.1,5.3,"""ATR追踪止损倍数（空头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,,3,4,,,,,,,,,
